"NUM","NAME","PRO","DATE","PLACE","COU","COD","LON","LAT",1955
1,"Alard Pierre","ATH","1937-09-17 17:00:00+00:00","BORDEAUX","FR",33,"-0.56667","44.83333",
2,"Andre Georges","ATH","1889-08-13 12:20:40+00:00","PARIS 8E","FR",75,"2.33333","48.83333",
3,"Arifon Jean","ATH","1926-11-16 06:00:00+00:00","MARSEILLE","FR",13,"5.36667","43.3",
4,"Auvergne Gilbert","ATH","1905-12-17 15:50:40+00:00","NICE","FR",6,"7.26667","43.7",
5,"Balastre Bernard","ATH","1937-08-29 03:30:00+00:00","BREST","FR",29,"-4.1",48,
6,"Bally Etienne","ATH","1923-04-17 01:00:00+00:00","VENNISSIEUX","FR",69,"4.83333","45.76667","570SPO"
7,"Baraton Georges","ATH","1904-04-12 22:50:40+00:00","SAULZAISLEPOTIE","FR",18,"2.38333","47.08333",
8,"Battista Eric","ATH","1933-05-14 10:00:00+00:00","SETE","FR",34,"3.88333","43.61667",
9,"Bazennerye Rene","ATH","1913-12-11 11:00:00+00:00","COSNE","FR",58,"3.15","46.98333","570SPO"
10,"Gauquelin-A1-10","ATH","1900-07-24 01:50:40+00:00","BOULOGNE-BILLANC","FR",92,"2.18333","48.83333","570SPO"
11,"Gauquelin-A1-11","ATH","1931-12-31 23:00:00+00:00","SEPMERIES","FR",59,"3.08333","50.65",
12,"Bobin Robert","ATH","1920-08-02 05:00:00+00:00","COURLAY","FR",79,"-0.45","46.31667",
13,"Boccardo Jean","ATH","1942-03-06 17:00:00+00:00","ESPERAZA","FR",11,"2.35","43.2",
14,"Boeckel Paul","ATH","1916-03-14 05:00:00+00:00","CREST","FR",26,"4.9","44.93333","570SPO"
15,"Bogey Robert","ATH","1935-12-25 16:30:00+00:00","AIX-LES-BAINS","FR",73,"5.91667","45.56667",
16,"Bonino Rene","ATH","1930-01-14 01:00:00+00:00","BEAUSOLEIL","FR",6,"7.26667","43.7",
17,"Bouin Jean","ATH","1888-12-21 00:38:32+00:00","MARSEILLE","FR",13,"5.36667","43.3","570SPO"
18,"Bour Armand","ATH","1916-02-15 07:00:00-01:00","REDING","FR",57,"6.18333","49.11667","570SPO"
19,"Brisson Jean","ATH","1918-07-29 00:00:00+00:00","AGEN","FR",47,"0.63333","44.2","570SPO"
20,"Capdevielle Catherine","ATH","1938-09-02 10:00:00+00:00","AGNOS","FR",64,"-0.36667","43.3",
21,"Cerou Charles","ATH","1918-06-30 19:00:00+00:00","PAULHAC","FR",15,"2.43333","44.93333",
22,"Clausse Jean","ATH","1936-09-04 04:00:00+00:00","NANCY","FR",54,"6.2","48.7",
23,"Colchen Anne","ATH","1925-12-08 07:50:00+00:00","LE HAVRE","FR",76,"1.08333","49.43333",
24,"Collardot Christian","ATH","1933-07-05 18:20:00+00:00","CHARTRES","FR",28,"1.5","48.45",
25,"Colnard Pierre","ATH","1929-02-18 23:30:00+00:00","LIFFELLEPETIT","FR",52,"5.13333","48.11667",
26,"Cros Yves","ATH","1923-10-05 08:00:00+00:00","AIGUESVIVES","FR",34,"3.88333","43.61667",
27,"Curtet-Chabot Yvonne","ATH","1920-05-28 21:00:00+00:00","CANNES","FR",6,"7.26667","43.7",
28,"Damitio Georges","ATH","1924-05-20 05:00:00+00:00","TOULOUSE","FR",31,"1.43333","43.61667","570SPO"
29,"Degats Jacques","ATH","1930-02-20 10:30:00+00:00","VENDREST","FR",77,"2.66667","48.55",
30,"Degrelle Maurice","ATH","1901-06-28 14:50:40+00:00","SARSPETERIES","FR",59,"3.08333","50.65",
31,"Delecour Jocelyn","ATH","1935-01-02 01:10:00+00:00","TOURCOING","FR",59,"3.08333","50.65",
32,"Dolques Lucien","ATH","1905-02-27 09:50:40+00:00","ASPIRAN","FR",34,"3.88333","43.61667",
33,"Duhour Clement","ATH","1911-12-11 16:00:00+00:00","ANGLET","FR",64,"-0.36667","43.3",
34,"Duhour Edouard","ATH","1905-05-01 00:50:40+00:00","ANGLET","FR",64,"-0.36667","43.3",
35,"Duriez Marcel","ATH","1940-06-20 05:45:00+00:00","SECLIN","FR",59,"3.08333","50.65",
36,"El Mabrouk Mohamed","ATH","1928-10-27 09:45:00+00:00","ALGER","DZ",,3,"36.78333","570SPO"
37,"Fournier Maurice","ATH","1933-01-18 03:00:00+00:00","LASSIGNY","FR",60,"2.08333","49.43333",
38,"Gaillot Georges","ATH","1917-04-27 14:30:00+00:00","CHATTELLERAULT","FR",86,"0.33333","46.58333","570SPO"
39,"Genevay Paul","ATH","1939-01-21 08:00:00+00:00","LACOTESTANDRE","FR",38,"5.71667","45.18333",
40,"Guenard Denise","ATH","1934-01-13 10:00:00+00:00","ST-MAURICE","FR",94,"2.48333","48.78333",
41,"Guillemont Joseph","ATH","1899-10-01 01:50:40+00:00","LEDORAT","FR",87,"1.25","45.83333","570SPO"
42,"Gauquelin-A1-42","ATH","1932-07-09 15:05:00+00:00","HAGENAU","FR",67,"7.75","48.58333",
43,"Heinrich Ignace","ATH","1925-07-31 05:30:00+00:00","EBERSHEIM","FR",67,"7.75","48.58333",
44,"Herice Daniel","ATH","1921-09-07 00:00:00+00:00","ST-EMILION","FR",19,"1.76667","45.26667","570SPO"
45,"Husson Guy","ATH","1931-03-02 14:20:00+00:00","VITRY-S-SEINE","FR",94,"2.48333","48.78333",
46,"Jazy Michel","ATH","1936-06-13 00:15:00+00:00","OIGNES","FR",59,"3.08333","50.65",
47,"Joanblanc Robert","ATH","1917-02-21 15:00:00+00:00","ALDUDES","FR",64,"-0.36667","43.3","570SPO"
48,"Joye Prudent","ATH","1913-12-15 21:45:00+00:00","ROUBAIX","FR",59,"3.08333","50.65","570SPO"
49,"Ladoumegue Jules","ATH","1906-12-10 04:50:40+00:00","BORDEAUX","FR",33,"-0.56667","44.83333","570SPO"
50,"Lagorce Guy","ATH","1937-01-12 04:00:00+00:00","LABACHEILERIE","FR",24,"0.73333","45.18333",
51,"Lalanne Jean","ATH","1914-08-28 10:00:00+00:00","GERDE","FR",65,"0.08333","43.23333","570SPO"
52,"Legrain Pierre","ATH","1920-02-18 09:00:00+00:00","THUMERIES","FR",59,"3.08333","50.65","570SPO"
53,"Lenoir Pierre","ATH","1936-09-08 10:00:00+00:00","BELLE-ILE-EN-T","FR",22,"-2.75","48.51667",
54,"Lewden Pierre","ATH","1901-02-21 22:50:40+00:00","LIBOURNE","FR",33,"-0.56667","44.83333","570SPO"
55,"Gauquelin-A1-55","ATH","1923-05-27 15:30:00+00:00","PIERRECOURT","FR",76,"1.08333","49.43333",
56,"Macquet Michel","ATH","1932-04-03 15:00:00+00:00","AMIENS","FR",80,"2.3","49.9",
57,"Manaire Emile","ATH","1920-03-31 01:00:00+00:00","LABRIGUE","FR",6,"7.26667","43.7","570SPO"
58,"Marchal Robert","ATH","1901-11-10 00:50:40+00:00","TOURNANENBRIE","FR",77,"2.66667","48.55",
59,"Marcillac Raymond","ATH","1917-04-11 13:20:00+00:00","LEVALLOIS-PERRET","FR",92,"2.18333","48.83333",
60,"Marie Andre","ATH","1925-10-14 06:30:00+00:00","CAPDAIL","FR",6,"7.26667","43.7","570SPO"
61,"Martin Seraphin","ATH","1906-07-02 17:50:40+00:00","NICE","FR",6,"7.26667","43.7",
62,"Mericamp Paul","ATH","1888-03-05 16:01:28+00:00","BIZANOS","FR",64,"-0.36667","43.3",
63,"Moulines Marcel","ATH","1908-12-01 01:50:40+00:00","MONTROUGE","FR",92,"2.18333","48.83333",
64,"Noel Jules","ATH","1903-01-27 10:50:40+00:00","NORRENTFONTES","FR",62,"2.76667","50.3","570SPO"
65,"Paul Robert","ATH","1910-04-22 09:50:40+00:00","FACTUREBIGAN","FR",33,"-0.56667","44.83333","570SPO"
66,"Pele Roger","ATH","1901-08-29 00:50:40+00:00","CLERMONT-FERRAND","FR",63,"3.08333","45.78333",
67,"Piquemal Claude","ATH","1939-03-13 10:00:00+00:00","SIGUER","FR",9,"1.58333","42.96667",
68,"Ramadier Pierre","ATH","1902-05-22 22:50:40+00:00","LUNEL","FR",34,"3.88333","43.61667","570SPO"
69,"Rochard Roger","ATH","1913-04-20 12:00:00+00:00","EVREUX","FR",27,"1.18333","49.01667","570SPO"
70,"Roudnitska Edmond","ATH","1931-06-26 22:00:00+00:00","ARGENTEUIL","FR",95,2,49,
71,"Sempe Gabriel","ATH","1901-04-02 11:35:40+00:00","TARBES","FR",65,"0.08333","43.23333",
72,"Skawinski Pierre","ATH","1912-12-23 12:00:00+00:00","BORDEAUX","FR",33,"-0.56667","44.83333","570SPO"
73,"Texereau Guy","ATH","1935-05-14 04:00:00+00:00","MELLE","FR",79,"-0.45","46.31667",
74,"Thureau Jean","ATH","1927-06-22 16:30:00+00:00","VIERZON","FR",18,"2.38333","47.08333","570SPO"
75,"Tissot Raymond","ATH","1919-08-02 12:00:00+00:00","OYONNAX","FR",1,"5.21667","46.2","570SPO"
76,"Valmy Rene","ATH","1920-12-24 13:00:00+00:00","TARBES","FR",65,"0.08333","43.23333","570SPO"
77,"Vermeulen Jean","ATH","1895-07-22 18:50:40+00:00","CROIX","FR",59,"3.08333","50.65",
78,"Gauquelin-A1-78","ATH","1923-07-21 06:30:00+00:00","GRANDCHAMONT","FR",25,"6.03333","47.25","570SPO"
79,"Gauquelin-A1-79","ATH","1923-07-21 06:00:00+00:00","GRANDCHAMONT","FR",25,"6.03333","47.25","570SPO"
80,"Veste Paulette","ATH","1928-02-24 20:00:00+00:00","LESPESSES","FR",62,"2.76667","50.3","570SPO"
81,"Winter Paul","ATH","1906-02-06 14:00:00-01:00","RIBEAUVILLE","FR",68,"7.35","48.08333","570SPO"
82,"Wiriath Rene","ATH","1899-12-01 19:50:40+00:00","STEMENEHOULD","FR",51,"4.36667","48.95",
83,"Reiff Gaston","ATH","1921-02-24 01:00:00+00:00","BRAINELALLE","BE","BRA","4.25","50.85",
84,"Roelants Gaston","ATH","1937-02-05 02:00:00+00:00","OPVELP","BE","BRA","4.25","50.85",
85,"Saelen Julien","ATH","1920-08-06 02:00:00+00:00","BRUGES","BE","WVL","3.25","51.21667",
86,"Eysker Gerrit","ATH","1901-07-19 12:41:28+00:00","WORMERVEER","NL","NH","4.63333","52.36667",
87,"Behra Jean","AUT","1921-02-16 01:00:00+00:00","NICE","FR",6,"7.26667","43.7","570SPO"
88,"Gauquelin-A1-88","AUT","1899-08-03 17:50:40+00:00","MONTECARLO","FR",6,"7.26667","43.7","570SPO"
89,"Etancelin Philippe","AUT","1896-12-28 22:50:40+00:00","ROUEN","FR",76,"1.08333","49.43333",
90,"Houel Georges","AUT","1913-07-05 04:00:00+00:00","HERBEVILLE","FR",78,"2.13333","48.83333","570SPO"
91,"Lesurque Marcel","AUT","1908-04-02 20:50:40+00:00","PUTEAUX","FR",92,"2.18333","48.83333","570SPO"
92,"Monneret Georges","AUT","1908-10-04 13:10:40+00:00","LILLE","FR",59,"3.08333","50.65","570SPO"
93,"Morel Andre","AUT","1884-08-03 04:43:40+00:00","TROYES","FR",10,"4.08333","48.3",
94,"Perrin Marcel","AUT","1908-03-17 06:50:40+00:00","CLERMONT-FERRAND","FR",63,"3.08333","45.78333",
95,"Rosier Louis","AUT","1905-11-05 02:50:40+00:00","CHAPDESBEAU","FR",63,"3.08333","45.78333",
96,"Sommer Raymond","AUT","1906-08-31 22:50:40+00:00","MOUZEN","FR",8,"4.73333","49.76667",
97,"Trintignant Maurice","AUT","1917-10-30 08:00:00+00:00","STECECK VIG","FR",84,"4.83333","43.95",
98,"Ascari Alberto","AUT","1918-07-13 13:00:00-01:00","MILANO","IT","MI","9.25","45.5",
99,"Ascari Antonio","AUT","1888-09-15 01:10:04-01:00","SORGA","IT","VR",11,"45.4",
100,"Gauquelin-A1-100","AUT","1898-10-18 16:30:00-01:00","BUDDUSE","IT","SS","8.5","40.8",
101,"Bonetto Felice","AUT","1903-06-09 09:15:00-01:00","MANERBIE","IT","BS",11,"45.5",
102,"Bordino Pietro","AUT","1887-11-22 11:40:04-01:00","TORINO","IT","TO",8,45,
103,"Bordoni Franco","AUT","1913-01-10 18:40:00-01:00","MILANO","IT","MI","9.25","45.5",
104,"Borzacchini Baconico","AUT","1898-09-28 02:15:00-01:00","TERNI","IT","TR",13,"42.5",
105,"Gauquelin-A1-105","AUT","1893-03-24 17:40:04-01:00","FIRENZE","IT","FI","11.5","43.7",
106,"Brivio Antonio","AUT","1905-12-27 11:30:00-01:00","BIELLA","IT","VC","8.5","45.4",
107,"Castellotti Eugenio","AUT","1930-10-10 19:25:00-01:00","MILANO","IT","MI","9.25","45.5",
108,"Cornacchia Franco","AUT","1907-01-25 21:00:00-01:00","MACLODIO","IT","BS",11,"45.5",
109,"Cortese Franco","AUT","1903-02-09 15:00:00-01:00","OGGEBBIO","IT","NO",9,"45.5",
110,"Lampiano Evasio","AUT","1888-05-21 02:40:04-01:00","TORINO","IT","TO",8,45,
111,"Lancia Vincenzio","AUT","1881-10-24 22:10:04-01:00","FOBELLO","IT","VC","8.5","45.4",
112,"Lurani Cernuschi Giovanni","AUT","1905-12-19 20:22:00-01:00","CERNUSCOMONT","IT","CO","9.25","45.8",
113,"Maglioli Umberto","AUT","1928-06-05 05:20:00-01:00","BIOGLIO","IT","VC","8.5","45.4",
114,"Mantovani Sergio","AUT","1929-05-22 20:30:00-01:00","CUSANO MILANINO","IT","MI","9.25","45.5",
115,"Minoia Nando","AUT","1884-06-02 02:10:04-01:00","MILANO","IT","MI","9.25","45.5",
116,"Nuvolari Tazio","AUT","1892-11-16 09:10:04-01:00","CASTEL D'ARIO","IT","MN",11,"45.2",
117,"Spotorno Franco","AUT","1901-12-30 03:00:00-01:00","CELLE-LIGURE","IT","SV","8.75","44.3",
118,"Stagnoli Antonio","AUT","1919-06-01 10:00:00-01:00","BRESCIA","IT","BS",11,"45.5",
119,"Storero Luigi","AUT","1868-10-18 20:10:04-01:00","TORINO","IT","TO",8,45,
120,"Taruffi Piero","AUT","1906-10-12 19:00:00-01:00","ALBANOLAZ","IT","RM","12.5","41.9",
121,"Valenzano Piero","AUT","1925-04-16 03:40:00-01:00","TORINO","IT","TO",8,45,
122,"Varzi Achille","AUT","1904-08-08 13:00:00-01:00","GALLIATE","IT","NO",9,"45.5",
123,"Accart Jean","AVI","1912-04-07 22:45:00+00:00","FECAMP","FR",76,"1.08333","49.43333",
124,"Allemand Andre","AVI","1916-07-25 05:00:00+00:00","GRENOBLE","FR",38,"5.71667","45.18333",
125,"Arnoux Maurice","AVI","1895-09-07 21:50:40+00:00","MONTROUGE","FR",92,"2.18333","48.83333","570SPO"
126,"Arrachart Ludovic","AVI","1897-08-15 03:20:40+00:00","BESANCON","FR",25,"6.03333","47.25",
127,"Assollant Jean","AVI","1905-09-26 22:35:40+00:00","VERSAILLES","FR",78,"2.13333","48.83333","570SPO"
128,"Gauquelin-A1-128","AVI","1881-08-25 16:50:40+00:00","BRUNEY","FR",91,"2.33333","48.6",
129,"Auriol Jacqueline","AVI","1917-11-05 20:00:00+00:00","CHALLANS","FR",85,"-1.41667","46.66667",
130,"Bague Edouard","AVI","1879-05-19 05:50:40+00:00","PARIS 1ER","FR",75,"2.33333","48.83333",
131,"Bariquand Georges","AVI","1889-01-08 22:20:40+00:00","PARIS 4E","FR",75,"2.33333","48.83333",
132,"Bastie Maryse","AVI","1898-02-27 18:50:40+00:00","LIMOGES","FR",87,"1.25","45.83333",
133,"Beaumont Andre","AVI","1880-02-08 20:44:28+00:00","LEDEVE","FR",34,"3.88333","43.61667",
134,"Bellonte Maurice","AVI","1896-10-25 06:50:40+00:00","MERU","FR",60,"2.08333","49.43333","570SPO"
135,"Gauquelin-A1-135","AVI","1923-01-30 21:30:00+00:00","BOULOGNE-S/MER","FR",62,"2.76667","50.3",
136,"Bonnet Florentin","AVI","1894-06-07 14:50:40+00:00","AUDES","FR",3,"3.33333","46.56667",
137,"Bossoutrot Lucien","AVI","1890-05-16 06:52:56+00:00","TULLE","FR",19,"1.76667","45.26667",
138,"Boulet Jean","AVI","1920-11-16 12:30:00+00:00","BRUNEY","FR",91,"2.33333","48.6",
139,"Bourjade Jean","AVI","1889-05-25 11:54:40+00:00","MONTAUBAN","FR",82,"1.33333","44.01667",
140,"Bregi Henri","AVI","1888-12-04 05:41:04+00:00","SEDAN","FR",8,"4.73333","49.76667",
141,"Breguet Louis","AVI","1880-01-02 11:50:40+00:00","PARIS 6E","FR",75,"2.33333","48.83333",
142,"Brindejonc Marcel","AVI","1892-02-08 16:50:40+00:00","PIERIN","FR",22,"-2.75","48.51667",
143,"Brunet Felix","AVI","1913-01-01 04:00:00+00:00","LOOS","FR",59,"3.08333","50.65",
144,"Camerman Felix","AVI","1884-10-02 04:50:40+00:00","PARIS 11E","FR",75,"2.33333","48.83333",
145,"Casale Jean","AVI","1893-09-23 03:50:40+00:00","OLMETADITUDA","FR",20,"8.75","41.91667",
146,"Caudron Gaston","AVI","1882-01-18 01:50:48+00:00","FAVIERES","FR",80,"2.3","49.9",
147,"Caudron Rene","AVI","1884-07-01 20:50:48+00:00","FAVIERES","FR",80,"2.3","49.9",
148,"Challe Leon","AVI","1898-07-20 05:50:40+00:00","REIMS","FR",51,"4.36667","48.95","570SPO"
149,"Chassin Lionel","AVI","1902-04-26 16:20:40+00:00","BORDEAUX","FR",33,"-0.56667","44.83333",
150,"Codos Paul","AVI","1896-05-01 17:50:40+00:00","IVIERS","FR",2,"3.61667","49.56667","570SPO"
151,"Coiffard Michel","AVI","1892-07-16 07:50:40+00:00","NANTES","FR",44,"-1.58333","47.21667",
152,"Comet Paul","AVI","1904-03-18 01:50:40+00:00","ST-GAUDENS","FR",31,"1.43333","43.61667",
153,"Corniglion-Molinier Edward","AVI","1898-01-23 03:50:40+00:00","NICE","FR",6,"7.26667","43.7",
154,"Costes Dieudonne","AVI","1892-11-04 13:50:40+00:00","SEOTFINDS","FR",82,"1.33333","44.01667",
155,"Coupet Lucien","AVI","1888-10-04 03:13:16+00:00","ISSOUDUN","FR",36,"1.68333","46.81667",
156,"Cros Max","AVI","1928-06-24 04:30:00+00:00","CLAMART","FR",92,"2.18333","48.83333",
157,"Cuffaut Leon","AVI","1911-11-20 01:30:00+00:00","CHARENTON","FR",94,"2.48333","48.78333",
158,"Cuverville Albert","AVI","1892-11-02 18:50:40+00:00","SAINT-BRIEUC","FR",22,"-2.75","48.51667",
159,"Dabry Jean","AVI","1901-12-08 05:20:40+00:00","AVIGNON","FR",84,"4.83333","43.95",
160,"Dagnaux Jean","AVI","1891-11-28 02:20:40+00:00","MONTBELIARD","FR",25,"6.03333","47.25",
161,"Daurat Didier","AVI","1891-01-02 12:50:00+00:00","MONTREUIL-S/B","FR",93,"2.5","48.91667",
162,"Delagrange Leon","AVI","1872-03-13 20:22:24+00:00","ORLEANS","FR",45,"1.9","47.9",
163,"Delmotte Raymond","AVI","1894-11-19 17:50:40+00:00","STQUENTIN","FR",2,"3.61667","49.56667",
164,"Deullin Albert","AVI","1890-08-24 21:42:32+00:00","EPERNAY","FR",51,"4.36667","48.95",
165,"Dubourg Jean","AVI","1930-09-04 05:00:00+00:00","ST-MAUR-DES-FOS","FR",94,"2.48333","48.78333",
166,"Fequant Philippe","AVI","1883-06-09 00:52:00+00:00","MONTMORENCY","FR",95,2,49,
167,"Fleurquin Pierre","AVI","1905-02-21 16:20:40+00:00","LILLI","FR",59,"3.08333","50.65",
168,"Fonck Rene","AVI","1894-03-26 20:20:40+00:00","SAULCYSMEURTHE","FR",88,"6.46667","48.16667",
169,"Gauquelin-A1-169","AVI","1915-04-12 05:00:00+00:00","MARQUISE","FR",62,"2.76667","50.3",
170,"Frantz Joseph","AVI","1890-08-07 18:40:40+00:00","BEAUJEU","FR",69,"4.83333","45.76667",
171,"Gilbert Adrien","AVI","1889-07-19 17:48:56+00:00","RIOM","FR",62,"2.76667","50.3",
172,"Gauquelin-A1-172","AVI","1920-06-18 14:00:00+00:00","ORLEANS","FR",45,"1.9","47.9",
173,"Guilbaud Rene","AVI","1890-10-08 16:05:40+00:00","MOUCHAMPS","FR",85,"-1.41667","46.66667",
174,"Guillaumet Henri","AVI","1902-05-29 11:50:40+00:00","BONY","FR",51,"4.36667","48.95","570SPO"
175,"Gauquelin-A1-175","AVI","1894-12-24 10:20:40+00:00","PARIS 16E","FR",75,"2.33333","48.83333",
176,"Haegelen Marcel","AVI","1896-09-13 01:50:40+00:00","BELFORT","FR",90,"6.86667","47.63333",
177,"Hanriot Marcel","AVI","1894-06-08 07:50:40+00:00","CHAMPLITTE","FR",70,"6.15","47.61667",
178,"Happe Maurice","AVI","1882-04-15 09:21:28+00:00","ST-GERMAIN","FR",78,"2.13333","48.83333",
179,"Heurtaux Alfred","AVI","1893-05-20 19:50:40+00:00","NANTES","FR",44,"-1.58333","47.21667",
180,"Hilsz Marie","AVI","1901-03-07 17:50:40+00:00","LEVALLOIS-PERRET","FR",92,"2.18333","48.83333",
181,"Hurel Maurice","AVI","1896-04-29 10:50:40+00:00","CHERBOURG","FR",50,"-1.08333","49.11667",
182,"Hymans Max","AVI","1900-03-02 05:50:40+00:00","PARIS 18E","FR",75,"2.33333","48.83333",
183,"Laffont Alexandre","AVI","1884-07-15 10:02:16+00:00","FLEURANCE","FR",32,"0.6","43.66667",
184,"Lard Pierre","AVI","1924-06-07 00:00:00+00:00","BORDEAUX","FR",33,"-0.56667","44.83333",
185,"Gauquelin-A1-185","AVI","1817-03-25 05:16:24+00:00","CONCARNEAU","FR",29,"-4.1",48,
186,"Lebrix Joseph","AVI","1899-02-22 03:50:40+00:00","BADEB","FR",56,"-2.73333","47.66667",
187,"Gauquelin-A1-187","AVI","1891-07-11 23:20:40+00:00","STGERMAINBRES","FR",80,"2.3","49.9",
188,"Lefevre Rene","AVI","1903-11-12 17:50:40+00:00","VENIZEL","FR",2,"3.61667","49.56667",
189,"Legagneux Georges","AVI","1882-12-24 02:51:16+00:00","PUTEAUX","FR",92,"2.18333","48.83333",
190,"Lemercier Andre","AVI","1888-09-13 03:59:40+00:00","GLOS-LA-FERR","FR",61,"0.08333","48.43333",
191,"Le Morvan Gaston","AVI","1908-08-20 03:20:40+00:00","LAMBEZELLEC","FR",29,"-4.1",48,
192,"Le Prieur Yves","AVI","1885-03-23 00:25:56+00:00","LORIENT","FR",56,"-2.73333","47.66667",
193,"Lorin Rene","AVI","1877-05-24 17:50:40+00:00","PARIS 4E","FR",75,"2.33333","48.83333",
194,"Lufbery Rauol","AVI","1885-03-14 16:47:40+00:00","CHAMALIERES","FR",63,"3.08333","45.78333",
195,"Marconnet Charles","AVI","1869-06-02 05:35:52+00:00","MONTBELIARD","FR",25,"6.03333","47.25",
196,"Maridor Jean","AVI","1920-11-24 10:30:00+00:00","LE HAVRE","FR",76,"1.08333","49.43333",
197,"Marin Meslee Edmond","AVI","1912-02-05 03:00:00+00:00","VALENCIENNES","FR",59,"3.08333","50.65",
198,"Marvingt Marie","AVI","1875-02-20 18:20:16+00:00","AURILLAC","FR",15,"2.43333","44.93333",
199,"Mermoz Jean","AVI","1901-12-09 01:50:40+00:00","AUBENTEN","FR",2,"3.61667","49.56667","570SPO"
200,"Mezergues Albert","AVI","1886-11-05 09:42:36+00:00","ST CHAPTES","FR",30,"4.35","43.85",
201,"Mignet Henri","AVI","1893-10-19 15:20:40+00:00","SAINTES","FR",17,"-1.16667","46.15",
202,"Monier Charles","AVI","1920-01-03 17:30:00+00:00","ST-MAURICE","FR",94,"2.48333","48.78333",
203,"Morane Robert","AVI","1886-03-10 17:50:40+00:00","PARIS 13E","FR",75,"2.33333","48.83333",
204,"Morlaix (Demezay)","AVI","1915-03-21 14:00:00+00:00","NANTES","FR",44,"-1.58333","47.21667",
205,"Mouchotte Rene","AVI","1914-08-21 10:00:00+00:00","ST-MANDE","FR",94,"2.48333","48.78333",
206,"Murtin Jacques","AVI","1904-03-13 13:50:40+00:00","BAGELECHATEL","FR",1,"5.21667","46.2",
207,"Navarre Jean","AVI","1895-08-08 07:20:40+00:00","JOUYSMORIN","FR",77,"2.66667","48.55",
208,"Nessler Eric","AVI","1898-05-20 21:20:40+00:00","LUNEVILLE","FR",54,"6.2","48.7","570SPO"
209,"Nogues Maurice","AVI","1889-10-31 17:36:40+00:00","RENNES","FR",35,"-1.66667","48.11667",
210,"Orgeix Jean","AVI","1921-04-15 22:15:00+00:00","CAPDAIL","FR",6,"7.26667","43.7",
211,"Paris Paulin","AVI","1898-08-25 19:20:40+00:00","ST TROJAN","FR",17,"-1.16667","46.15",
212,"Paulhan Louis","AVI","1883-07-19 20:44:28+00:00","PEZENAS","FR",34,"3.88333","43.61667",
213,"Pegoud Adolphe","AVI","1889-06-13 05:37:08+00:00","MONTFERRAT","FR",38,"5.71667","45.18333","570SPO"
214,"Pelletier Doisy Georges","AVI","1892-03-09 20:20:40+00:00","AUCH","FR",32,"0.6","43.66667",
215,"Pequet Henri","AVI","1888-01-01 20:55:40+00:00","BRACQUEMONT","FR",76,"1.08333","49.43333",
216,"Gauquelin-A1-216","AVI","1891-09-30 11:20:40+00:00","MEAULTE","FR",80,"2.3","49.9",
217,"Pourpe Marc","AVI","1887-05-17 02:40:56+00:00","LORIENT","FR",56,"-2.73333","47.66667",
218,"Pouyade Pierre","AVI","1911-07-25 10:30:00+00:00","CERISIERS","FR",89,"3.58333","47.8",
219,"Gauquelin-A1-219","AVI","1926-01-06 12:00:00+00:00","MONTARGIS","FR",45,"1.9","47.9",
220,"Reine Marcel","AVI","1901-12-01 10:50:40+00:00","AUBERVILLIERS","FR",93,"2.5","48.91667",
221,"Renaux Eugene","AVI","1877-01-27 06:50:40+00:00","PARIS 20E","FR",75,"2.33333","48.83333",
222,"Gauquelin-A1-222","AVI","1894-01-28 19:20:40+00:00","STMAURICEDESATH","FR",71,"4.83333","46.3",
223,"Gauquelin-A1-223","AVI","1900-06-29 09:05:40+00:00","LYON 2E","FR",69,"4.83333","45.76667",
224,"Roy Jules","AVI","1907-10-22 17:50:40+00:00","ROUIBA","DZ",,3,"36.78333",
225,"Santini Alexis","AVI","1914-10-31 12:00:00+00:00","OTA","FR",20,"8.75","41.91667",
226,"Sardier Gilbert","AVI","1897-05-05 07:50:40+00:00","RIOM","FR",63,"3.08333","45.78333",
227,"Satre Pierre","AVI","1909-05-04 18:20:40+00:00","GRENOBLE","FR",38,"5.71667","45.18333",
228,"Gauquelin-A1-228","AVI","1877-08-04 06:35:12+00:00","PIERREPONT","FR",54,"6.2","48.7",
229,"Stehlin Paul","AVI","1907-08-11 16:00:00-01:00","HOCHFELDEN","FR",67,"7.75","48.58333",
230,"Tabuteau Maurice","AVI","1884-04-24 11:50:40+00:00","PARIS 10E","FR",75,"2.33333","48.83333",
231,"Teste Paul","AVI","1896-10-02 06:20:40+00:00","LORIENT","FR",56,"-2.73333","47.66667",
232,"Thoret Joseph","AVI","1892-01-05 14:20:40+00:00","DOLE","FR",39,"5.55","46.66667",
233,"Tulasne Jean","AVI","1912-11-27 11:00:00+00:00","NANCY","FR",54,"6.2","48.7",
234,"Vachet Paul","AVI","1897-01-30 05:20:40+00:00","CHALONSSAONE","FR",71,"4.83333","46.3",
235,"Valin Martial","AVI","1898-05-14 00:50:40+00:00","LIMOGES","FR",87,"1.25","45.83333",
236,"Vanier Raymond","AVI","1895-08-06 06:05:40+00:00","ORLEANS","FR",45,"1.9","47.9",
237,"Voisin Gabriel","AVI","1880-02-05 19:25:40+00:00","BELLEVILLESAONE","FR",69,"4.83333","45.76667",
238,"Weiss Pierre","AVI","1889-10-17 06:35:12+00:00","NANCY","FR",54,"6.2","48.7",
239,"Adamoli Carlo","AVI","1894-11-07 01:15:00-01:00","BELLANO","IT","CO","9.25","45.8",
240,"Agello Francesco","AVI","1902-12-27 19:00:00-01:00","CASALPURLENGO","IT","MI","9.25","45.5",
