"NUM","NAME","PRO","DATE","PLACE","COU","COD","LON","LAT",1955
523,"Baillet Philippe","BAS","1940-10-06 21:00:00+00:00","BORDEAUX","FR",33,"-0.56667","44.83333",
524,"Baltzer Christian","BAS","1936-07-05 19:45:00+00:00","MULHOUSE","FR",68,"7.35","48.08333",
525,"Barrais Andre","BAS","1920-02-22 10:30:00+00:00","LEVALLOIS-PERRET","FR",92,"2.18333","48.83333","570SPO"
526,"Bertorelle Louis","BAS","1932-08-05 20:00:00+00:00","SAINT-JUERY","FR",81,"2.13333","43.91667",
527,"Boel Pierre","BAS","1911-07-04 18:00:00+00:00","CROIX","FR",59,"3.08333","50.65","570SPO"
528,"Boutin-Desvignes Abel","BAS","1922-12-04 12:30:00+00:00","BREST","FR",29,"-4.1",48,"570SPO"
529,"Buffiere Andre","BAS","1922-11-12 21:00:00+00:00","VION","FR",7,"4.6","44.73333",
530,"Busnel Robert","BAS","1914-09-14 03:00:00+00:00","TOULON","FR",83,"6.46667","43.53333",
531,"Gauquelin-A1-531","BAS","1930-07-13 06:00:00+00:00","ST-ETIENNE","FR",42,"4.38333","45.43333",
532,"Chocat Rene","BAS","1920-11-28 08:00:00+00:00","SANTRANGES","FR",18,"2.38333","47.08333","570SPO"
533,"Christ Jerome","BAS","1938-04-04 06:00:00+00:00","GRAFFENSTADEN","FR",67,"7.75","48.58333",
534,"Degros Jean","BAS","1939-11-18 11:30:00+00:00","PECQUENCOURT","FR",59,"3.08333","50.65",
535,"Derency Rene","BAS","1925-05-27 16:00:00+00:00","SOCHAUX","FR",25,"6.03333","47.25","570SPO"
536,"Dessemme Jacques","BAS","1925-09-16 07:00:00+00:00","BELLEGARDE","FR",1,"5.21667","46.2","570SPO"
537,"Duperay Jean","BAS","1921-09-04 01:00:00+00:00","GRENOBLE","FR",38,"5.71667","45.18333","570SPO"
538,"Etienne Roland","BAS","1912-08-31 14:00:00+00:00","RUE","FR",80,"2.3","49.9","570SPO"
539,"Gauquelin-A1-539","BAS","1920-06-18 03:00:00+00:00","MONTPELLIER","FR",34,"3.88333","43.61667","570SPO"
540,"Gauquelin-A1-540","BAS","1907-09-08 01:20:40+00:00","ST-MAUR-DES-FOS","FR",94,"2.48333","48.78333","570SPO"
541,"Freimuler Jacques","BAS","1929-10-31 00:30:00+00:00","TROUVILLE","FR",14,"-0.36667","49.18333","570SPO"
542,"Frezot Emile","BAS","1916-11-11 05:00:00+00:00","ARGENT S/SAULDR","FR",18,"2.38333","47.08333","570SPO"
543,"Grange Henri","BAS","1934-09-14 07:00:00+00:00","SAILLANS","FR",26,"4.9","44.93333",
544,"Gauquelin-A1-544","BAS","1926-01-06 04:00:00+00:00","MONTOIRE","FR",41,"1.33333","47.58333","570SPO"
545,"Hell Henri","BAS","1911-04-26 16:00:00+00:00","BIARRITZ","FR",64,"-0.36667","43.3","570SPO"
546,"Merle Genevieve","BAS","1927-02-21 04:00:00+00:00","ST-GEORGES D'OR","FR",34,"3.88333","43.61667","570SPO"
547,"Monclar Robert","BAS","1930-08-13 14:00:00+00:00","SERVIAN","FR",34,"3.88333","43.61667",
548,"Offner Raymond","BAS","1927-11-17 13:00:00+00:00","SARCELLES","FR",95,2,49,"570SPO"
549,"Perrier Jacques","BAS","1924-10-12 07:00:00+00:00","BAGNOLET","FR",93,"2.5","48.91667","570SPO"
550,"Quenin Yvan","BAS","1920-03-01 20:00:00+00:00","MONACO","MC",,"7.41667","43.75","570SPO"
551,"Rebuffic Lucien","BAS","1921-12-22 07:00:00+00:00","BOIS-COLOMBES","FR",92,"2.18333","48.83333",
552,"Rudler Antoine","BAS","1905-05-21 03:00:00-01:00","VIEUX-THANN","FR",68,"7.35","48.08333","570SPO"
553,"Salignon Jean","BAS","1928-01-01 11:30:00+00:00","ORAN","DZ",,"-0.5","35.66667","570SPO"
554,"Szwidzinski Jean","BAS","1925-03-14 04:00:00+00:00","ST-PIERRE-DES-C","FR",37,"0.7","47.4","570SPO"
555,"Vacheresse Andre","BAS","1927-10-12 19:00:00+00:00","ROANNE","FR",42,"4.38333","45.43333","570SPO"
556,"Chasserau Louis","BIL","1901-08-17 10:50:40+00:00","STE-FOIX-DE-PEY","FR",31,"1.43333","43.61667","570SPO"
557,"Conti Roger","BIL","1901-02-08 01:50:40+00:00","PARDS","FR",64,"-0.36667","43.3","570SPO"
558,"Faroux Charles","BIL","1872-12-20 02:51:40+00:00","NOYON","FR",60,"2.08333","49.43333",
559,"Fouquet Leon","BIL","1869-01-21 02:43:40+00:00","CLAIRVAUX","FR",10,"4.08333","48.3","570SPO"
560,"Galmiche Jean","BIL","1910-01-24 11:50:40+00:00","ST-ETIENNE","FR",42,"4.38333","45.43333",
561,"Gauquelin-A1-561","BIL","1893-10-20 15:50:40+00:00","ST-MARTIN-DE-LE","FR",42,"4.38333","45.43333","570SPO"
562,"Lagache Alfred","BIL","1890-08-10 16:50:00+00:00","PANTIN","FR",93,"2.5","48.91667","570SPO"
563,"Marty Jean","BIL","1925-12-01 04:00:00+00:00","PERPIGNAN","FR",66,"2.91667","42.7","570SPO"
564,"Sweering Johannes","BIL","1909-06-21 05:40:28+00:00","AMSTERDAM","NL","AD","4.88333","52.36667",
565,"Angelmann Valentin","BOX","1910-03-07 19:45:00-01:00","COLMAR","FR",68,"7.35","48.08333","570SPO"
566,"Annex Hippolyte","BOX","1933-07-14 02:00:00+00:00","PEZENAS","FR",34,"3.88333","43.61667",
567,"Archambault Jean","BOX","1926-09-20 15:00:00+00:00","SANCERGUES","FR",18,"2.38333","47.08333","570SPO"
568,"Assire Marcel","BOX","1929-10-05 10:00:00+00:00","ST-GEORGES-DU V","FR",27,"1.18333","49.01667","570SPO"
569,"Auclair Marcel","BOX","1927-10-14 07:30:00+00:00","ROANNE","FR",42,"4.38333","45.43333","570SPO"
570,"Authier Henri","BOX","1929-04-11 22:00:00+00:00","MACON","FR",71,"4.83333","46.3","570SPO"
571,"Baour Roger","BOX","1926-04-07 03:00:00+00:00","PANTIN","FR",93,"2.5","48.91667","570SPO"
572,"Bataille Jacques","BOX","1929-09-20 18:00:00+00:00","AMIENS","FR",80,"2.3","49.9","570SPO"
573,"Beaumais Marcel","BOX","1929-01-20 08:00:00+00:00","EQUEMANVILLE","FR",14,"-0.36667","49.18333","570SPO"
574,"Gauquelin-A1-574","BOX","1926-11-26 16:00:00+00:00","AIX-EN-PROVENCE","FR",13,"5.36667","43.3","570SPO"
575,"Gauquelin-A1-575","BOX","1927-07-23 09:00:00+00:00","BEZONS","FR",95,2,49,"570SPO"
576,"Bonnardel Francis","BOX","1928-01-24 16:00:00+00:00","BAGNOLET","FR",93,"2.5","48.91667","570SPO"
577,"Gauquelin-A1-577","BOX","1929-03-05 19:00:00+00:00","HENIN-LIETARD","FR",62,"2.76667","50.3","570SPO"
578,"Briend Andre","BOX","1930-05-02 00:30:00+00:00","VANNES","FR",56,"-2.73333","47.66667","570SPO"
579,"Bro Jacques","BOX","1926-11-13 06:00:00+00:00","LIMOGES","FR",87,"1.25","45.83333","570SPO"
580,"Busata Roger","BOX","1930-11-22 11:00:00+00:00","CHERBOURG","FR",50,"-1.08333","49.11667","570SPO"
581,"Carpentier Georges","BOX","1894-01-12 17:50:40+00:00","LIEVIN","FR",62,"2.76667","50.3","570SPO"
582,"Caulet Auguste","BOX","1926-10-15 03:00:00+00:00","MONTPELLIER","FR",34,"3.88333","43.61667","570SPO"
583,"Celestin Bernard","BOX","1925-02-22 20:00:00+00:00","GAP","FR",5,6,"44.55","570SPO"
584,"Cerdan Marcel","BOX","1916-07-22 21:00:00+00:00","SIDI-BEL-ABBES","DZ",,"-0.75","35.33333","570SPO"
585,"Gauquelin-A1-585","BOX","1928-01-17 05:30:00+00:00","ST-GERMAIN-VILL","FR",27,"1.18333","49.01667","570SPO"
586,"Charron Robert","BOX","1918-06-23 11:00:00+00:00","BUXEROLLES","FR",86,"0.33333","46.58333","570SPO"
587,"Chemama Emile","BOX","1926-03-04 16:10:00+00:00","BONE","DZ",,"7.75",37,"570SPO"
588,"Ciccarelli Mario","BOX","1932-05-27 19:00:00+00:00","AUDUN-LE-TICHE","FR",57,"6.18333","49.11667","570SPO"
589,"Gauquelin-A1-589","BOX","1931-03-13 00:00:00+00:00","AUBERVILLIERS","FR",93,"2.5","48.91667","570SPO"
590,"Coeuret Francis","BOX","1931-02-12 17:15:00+00:00","PLOUGUENAST","FR",22,"-2.75","48.51667","570SPO"
591,"Cohen Robert","BOX","1930-11-15 21:00:00+00:00","BONE","DZ",,"7.75",37,"570SPO"
592,"Gauquelin-A1-592","BOX","1929-01-07 23:00:00+00:00","ST-JOACHIM","FR",44,"-1.58333","47.21667","570SPO"
593,"Gauquelin-A1-593","BOX","1931-01-18 09:30:00+00:00","LE HAVRE","FR",76,"1.08333","49.43333","570SPO"
594,"Criqui Eugene","BOX","1893-08-15 05:50:40+00:00","PARIS 4E","FR",75,"2.33333","48.83333",
595,"Cuillieres Rene","BOX","1929-07-22 16:00:00+00:00","LAMBESC","FR",13,"5.36667","43.3","570SPO"
596,"Cuneo Marc","BOX","1923-12-08 05:00:00+00:00","VISCOVATO","FR",20,"8.75","41.91667","570SPO"
597,"Dauthuille Laurent","BOX","1924-02-20 12:00:00+00:00","CHAUNY","FR",2,"3.61667","49.56667","570SPO"
598,"Dehaye Jacques","BOX","1927-02-08 15:00:00+00:00","CHARLEVILLE","FR",8,"4.73333","49.76667","570SPO"
599,"Gauquelin-A1-599","BOX","1915-10-22 01:00:00+00:00","PARIS 10E","FR",75,"2.33333","48.83333",
600,"Dogniaux Paul","BOX","1913-09-11 22:00:00+00:00","VELIZY","FR",78,"2.13333","48.83333","570SPO"
601,"Gauquelin-A1-601","BOX","1930-09-15 15:30:00+00:00","BAYONNE","FR",64,"-0.36667","43.3",
602,"Dupre Marcel","BOX","1930-09-16 11:00:00+00:00","ANTONY","FR",92,"2.18333","48.83333","570SPO"
603,"Entringer Henri","BOX","1929-01-23 10:00:00+00:00","BAGNOLET","FR",93,"2.5","48.91667","570SPO"
604,"Escudie Aime","BOX","1927-05-28 22:00:00+00:00","BEZIERS","FR",34,"3.88333","43.61667","570SPO"
605,"Gauquelin-A1-605","BOX","1922-02-24 02:00:00+00:00","MAUBEUGE","FR",59,"3.08333","50.65","570SPO"
606,"Famechon Emile","BOX","1920-01-11 01:00:00+00:00","MAUBEUGE","FR",59,"3.08333","50.65","570SPO"
607,"Famechon Raymond","BOX","1924-11-08 18:30:00+00:00","MAUBEUGE","FR",59,"3.08333","50.65","570SPO"
608,"Gauquelin-A1-608","BOX","1927-03-02 13:00:00+00:00","ALGER","DZ",,3,"36.78333","570SPO"
609,"Garcia Robert","BOX","1929-01-13 19:30:00+00:00","TIARET","DZ",,"-0.5","35.66667","570SPO"
610,"Gheerardyn Jean","BOX","1931-03-05 02:30:00+00:00","ROSENDAEL","FR",59,"3.08333","50.65","570SPO"
611,"Godih Lahouari","BOX","1929-04-27 04:00:00+00:00","ORAN","DZ",,"-0.5","35.66667","570SPO"
612,"Gracia Guy","BOX","1929-04-10 08:00:00+00:00","TARBES","FR",65,"0.08333","43.23333","570SPO"
613,"Gauquelin-A1-613","BOX","1930-11-29 13:00:00+00:00","CHALAGNAC","FR",24,"0.73333","45.18333","570SPO"
614,"Grassi Raymond","BOX","1930-05-04 04:00:00+00:00","MARSEILLE","FR",13,"5.36667","43.3","570SPO"
615,"Gress Pierre","BOX","1928-12-26 01:00:00+00:00","ROUBAIX","FR",59,"3.08333","50.65","570SPO"
616,"Guernalec Jean","BOX","1930-01-05 22:30:00+00:00","LISIEUX","FR",14,"-0.36667","49.18333","570SPO"
617,"Guivarch Robert","BOX","1928-03-07 18:20:00+00:00","EVREUX","FR",27,"1.18333","49.01667","570SPO"
618,"Gauquelin-A1-618","BOX","1907-09-05 10:50:40+00:00","ROUBAIX","FR",59,"3.08333","50.65","570SPO"
619,"Haira-Bedian Agop","BOX","1926-11-07 20:30:00+00:00","FUMEL","FR",47,"0.63333","44.2","570SPO"
620,"Herbillon Jacques","BOX","1928-06-18 09:30:00+00:00","ROMAIN","FR",51,"4.36667","48.95","570SPO"
621,"Hermal Franck","BOX","1923-08-05 07:00:00+00:00","FRESNES-S/ESCAU","FR",59,"3.08333","50.65","570SPO"
622,"Holzer Maurice","BOX","1906-01-21 17:20:40+00:00","TROYES","FR",10,"4.08333","48.3","570SPO"
623,"Huat Eugene","BOX","1907-02-08 20:50:40+00:00","REIMS","FR",51,"4.36667","48.95","570SPO"
624,"Humery Gustave","BOX","1908-12-17 16:50:40+00:00","VALENCIENNES","FR",59,"3.08333","50.65","570SPO"
625,"Gauquelin-A1-625","BOX","1927-05-18 01:00:00+00:00","MERICOURT","FR",62,"2.76667","50.3","570SPO"
626,"Jacques Robert","BOX","1927-08-27 19:30:00+00:00","SEDAN","FR",8,"4.73333","49.76667","570SPO"
627,"Khalfi Hocine","BOX","1928-01-07 21:00:00+00:00","ORAN","DZ",,"-0.5","35.66667","570SPO"
628,"Labalette Jean","BOX","1927-05-08 00:00:00+00:00","AVELUY","FR",80,"2.3","49.9","570SPO"
629,"Lalounis Jean","BOX","1926-03-16 14:30:00+00:00","PAU","FR",64,"-0.36667","43.3","570SPO"
630,"Lamotte Roland","BOX","1930-06-23 15:00:00+00:00","FOURMIES","FR",59,"3.08333","50.65","570SPO"
631,"Gauquelin-A1-631","BOX","1933-05-09 03:00:00+00:00","CALACUCCIA","FR",20,"8.75","41.91667",
632,"Langlois Pierre","BOX","1925-03-31 01:00:00+00:00","PONT-AUDEMER","FR",27,"1.18333","49.01667","570SPO"
633,"Gauquelin-A1-633","BOX","1931-06-13 00:00:00+00:00","VILLE-D'AY","FR",51,"4.36667","48.95","570SPO"
634,"Gauquelin-A1-634","BOX","1927-08-26 11:00:00+00:00","EPERNAY","FR",51,"4.36667","48.95","570SPO"
635,"Gauquelin-A1-635","BOX","1924-02-17 05:00:00+00:00","MONTLUCON","FR",3,"3.33333","46.56667","570SPO"
636,"Lavoine Gilbert","BOX","1921-02-03 07:00:00+00:00","LAON","FR",2,"3.61667","49.56667","570SPO"
637,"Lawniczak Cesar","BOX","1928-05-27 06:30:00+00:00","ST-VALLIER","FR",71,"4.83333","46.3","570SPO"
638,"Leborgne Yves","BOX","1929-01-08 21:00:00+00:00","GUINGAMP","FR",22,"-2.75","48.51667","570SPO"
639,"Ledoux Charles","BOX","1892-10-27 02:50:40+00:00","POUGUES-LES-EAUX","FR",58,"3.15","46.98333","570SPO"
640,"Lefin Andre","BOX","1927-03-28 08:00:00+00:00","HIRSON","FR",2,"3.61667","49.56667","570SPO"
641,"Gauquelin-A1-641","BOX","1929-12-29 20:00:00+00:00","LISIEUX","FR",14,"-0.36667","49.18333","570SPO"
642,"Louis Pierre","BOX","1911-01-26 10:50:40+00:00","ST-ETIENNE","FR",42,"4.38333","45.43333","570SPO"
643,"Louni Jacques","BOX","1927-10-23 17:45:00+00:00","LAIGLE","FR",61,"0.08333","48.43333","570SPO"
644,"Maddi Yayia","BOX","1928-11-07 16:00:00+00:00","ALGER","DZ",,3,"36.78333","570SPO"
645,"Gauquelin-A1-645","BOX","1926-08-03 16:00:00+00:00","BESANCON","FR",25,"6.03333","47.25","570SPO"
646,"Mascart Edouard","BOX","1902-04-08 07:50:40+00:00","VALENCIENNES","FR",59,"3.08333","50.65","570SPO"
647,"Masson Michel","BOX","1930-06-15 00:40:00+00:00","BOULOGNE-S/MER","FR",62,"2.76667","50.3","570SPO"
648,"Mathieu Marcel","BOX","1926-04-03 09:00:00+00:00","PETITE RAON","FR",88,"6.46667","48.16667","570SPO"
649,"Mauguin Andre","BOX","1928-03-15 01:00:00+00:00","MONT","FR",41,"1.33333","47.58333","570SPO"
650,"Maury Maurice","BOX","1926-04-18 04:00:00+00:00","PERIGUEUX","FR",24,"0.73333","45.18333","570SPO"
651,"Medina Theo","BOX","1918-06-24 03:00:00+00:00","ST-PARIZET-LE-C","FR",58,"3.15","46.98333","570SPO"
652,"Meraint Lucien","BOX","1928-05-08 06:00:00+00:00","REIMS","FR",51,"4.36667","48.95","570SPO"
653,"Meulenbroucq Gaston","BOX","1927-11-19 01:00:00+00:00","SALLAUMINES","FR",62,"2.76667","50.3","570SPO"
654,"Meunier Robert","BOX","1929-06-08 09:30:00+00:00","EPERNAY","FR",51,"4.36667","48.95","570SPO"
655,"Michel Bernard","BOX","1929-12-22 21:00:00+00:00","NANCY","FR",54,"6.2","48.7","570SPO"
656,"Milcent Robert","BOX","1929-05-27 17:00:00+00:00","HARAMONT","FR",2,"3.61667","49.56667","570SPO"
657,"Montane Pierre","BOX","1919-12-01 10:00:00+00:00","TOULOUSE","FR",31,"1.43333","43.61667","570SPO"
658,"Gauquelin-A1-658","BOX","1930-05-10 01:00:00+00:00","LE HAVRE","FR",76,"1.08333","49.43333","570SPO"
659,"Omari Mohamed","BOX","1931-03-04 19:00:00+00:00","ALGER","DZ",,3,"36.78333","570SPO"
660,"Pasek Stanislas","BOX","1924-06-20 15:00:00+00:00","DURY","FR",2,"3.61667","49.56667","570SPO"
661,"Perillat Simon","BOX","1930-12-05 03:00:00+00:00","LA CLUSAZ","FR",74,"6.11667","45.9","570SPO"
662,"Perrigault Louis","BOX","1928-08-25 09:00:00+00:00","SAINT-BRIEUC","FR",22,"-2.75","48.51667","570SPO"
663,"Petre Gabriel","BOX","1929-04-04 04:30:00+00:00","PAU","FR",64,"-0.36667","43.3","570SPO"
664,"Pierluigi Celestin","BOX","1926-10-16 15:40:00+00:00","PONTARLIER","FR",25,"6.03333","47.25","570SPO"
665,"Gauquelin-A1-665","BOX","1934-04-06 23:50:00+00:00","CHARTRES","FR",28,"1.5","48.45",
666,"Pladner Emile","BOX","1906-09-02 05:50:40+00:00","CLERMONT-FERRAND","FR",63,"3.08333","45.78333","570SPO"
667,"Pratesi Hilaire","BOX","1931-03-28 03:00:00+00:00","MARSEILLE","FR",13,"5.36667","43.3","570SPO"
668,"Pratesi Honore","BOX","1921-02-20 12:00:00+00:00","MARSEILLE","FR",13,"5.36667","43.3",
669,"Prigent Guy","BOX","1929-05-31 00:25:00+00:00","GENNEVILLIERS","FR",92,"2.18333","48.83333","570SPO"
670,"Gauquelin-A1-670","BOX","1927-09-26 05:25:00+00:00","GENNEVILLIERS","FR",92,"2.18333","48.83333","570SPO"
671,"Gauquelin-A1-671","BOX","1930-11-07 09:35:00+00:00","BARLIN","FR",62,"2.76667","50.3","570SPO"
672,"Raffaeli Aime","BOX","1905-02-05 06:50:40+00:00","MARSEILLE","FR",13,"5.36667","43.3",
673,"Ranvial Marcel","BOX","1929-12-24 01:30:00+00:00","ROSENDAEL","FR",59,"3.08333","50.65","570SPO"
674,"Richaud Pierre","BOX","1927-12-09 10:00:00+00:00","ORAN","DZ",,"-0.5","35.66667","570SPO"
675,"Roustan Rene","BOX","1928-06-11 07:00:00+00:00","VALENCE","FR",26,"4.9","44.93333","570SPO"
676,"Routis Andre","BOX","1900-07-16 11:50:40+00:00","BORDEAUX","FR",33,"-0.56667","44.83333","570SPO"
677,"Santabien Jean","BOX","1929-12-12 05:00:00+00:00","EPERNAY","FR",51,"4.36667","48.95","570SPO"
678,"Skena Louis","BOX","1924-09-10 19:00:00+00:00","NICE","FR",6,"7.26667","43.7","570SPO"
679,"Gauquelin-A1-679","BOX","1927-08-11 02:15:00+00:00","MULHOUSE","FR",68,"7.35","48.08333","570SPO"
680,"Sobolack Stanislas","BOX","1929-08-08 17:00:00+00:00","ST-DENIS","FR",93,"2.5","48.91667","570SPO"
681,"Stock Gilbert","BOX","1925-07-27 09:00:00+00:00","ST-MARTIN-DU-TE","FR",89,"3.58333","47.8","570SPO"
682,"Stock Jean","BOX","1923-02-12 11:00:00+00:00","ST-MARTIN-DU-TE","FR",89,"3.58333","47.8","570SPO"
683,"Gauquelin-A1-683","BOX","1929-06-15 15:00:00+00:00","NICE","FR",6,"7.26667","43.7","570SPO"
684,"Szyjka Joseph","BOX","1929-12-08 22:00:00+00:00","CHAMBON-FEUGERO","FR",42,"4.38333","45.43333","570SPO"
685,"Gauquelin-A1-685","BOX","1930-07-13 04:00:00+00:00","TIZI-OUZOU","DZ",,4,"36.66667","570SPO"
686,"Tedijini Mohamed","BOX","1932-06-02 12:30:00+00:00","ORAN","DZ",,"-0.5","35.66667","570SPO"
687,"Thieulin William","BOX","1927-02-13 12:30:00+00:00","ELBEUF","FR",76,"1.08333","49.43333","570SPO"
688,"Thil Marcel","BOX","1904-05-29 21:50:40+00:00","SAINT-DIZIER","FR",52,"5.13333","48.11667","570SPO"
689,"Thomann Eugene","BOX","1929-03-23 05:45:00+00:00","SCHILLINGHEIM","FR",67,"7.75","48.58333","570SPO"
690,"Vangi Salvator","BOX","1927-01-13 23:30:00+00:00","DIJON","FR",21,"5.03333","47.31667","570SPO"
691,"Vercoutter Andre","BOX","1923-06-29 01:00:00+00:00","ROSENDAEL","FR",59,"3.08333","50.65","570SPO"
692,"Walzack Jean","BOX","1924-10-21 15:00:00+00:00","NOEUX-LES-MINES","FR",62,"2.76667","50.3","570SPO"
693,"Warusfel Ildephonse","BOX","1931-04-03 00:00:00+00:00","MONCHECOURT","FR",59,"3.08333","50.65","570SPO"
694,"Gauquelin-A1-694","BOX","1930-01-02 19:25:00+00:00","STRASBOURG","FR",67,"7.75","48.58333","570SPO"
695,"Yvel Albert","BOX","1927-02-27 20:00:00+00:00","ALGER","DZ",,3,"36.78333","570SPO"
696,"Gauquelin-A1-696","BOX","1930-12-12 17:00:00+00:00","TOURNUS","FR",71,"4.83333","46.3","570SPO"
697,"Barbadoro Nello","BOX","1923-04-21 16:00:00-01:00","ORCIANO DE PEZA","IT","PS",13,44,
698,"Buonvino Gino","BOX","1922-10-05 18:00:00-01:00","BARI","IT","BA",17,"41.2",
699,"Calzavara Artemio","BOX","1928-02-09 21:10:00-01:00","CAMPO SAN PIETR","IT","PD","12.25","45.4",
700,"Caprari Sergio","BOX","1932-07-11 00:30:00-01:00","CIVITA CASTELLA","IT","VT",12,"42.4",
701,"Cardinale Benvenuto","BOX","1924-07-07 11:20:00-01:00","DELICETO","IT","FG","15.5","41.6",
702,"Carrara Luigi","BOX","1929-11-20 10:20:00-01:00","ALBINO","IT","BG","9.75","45.6",
703,"Cavicchi Francesco","BOX","1928-05-12 01:00:00-01:00","PIEVE DI CENTO","IT","BO",11,"44.5",
704,"Cerasani Alvaro","BOX","1925-08-01 11:30:00-01:00","ROMA","IT","RM","12.5","41.9",
705,"Coluzzi Luigi","BOX","1930-02-09 18:00:00-01:00","ROMA","IT","RM","12.5","41.9",
706,"Correggioli Enzo","BOX","1922-02-27 07:00:00-01:00","ROVIGO","IT","RO","12.25",45,
707,"D'Agata Mario","BOX","1926-05-29 17:00:00-01:00","AREZZO","IT","AR",12,"43.5",
708,"Gauquelin-A1-708","BOX","1927-08-26 07:00:00-01:00","ROMA","IT","RM","12.5","41.9",
709,"Ferracin Guido","BOX","1926-01-18 12:45:00-01:00","VILLAMARZANA","IT","RO","12.25",45,
710,"Festucci Franco","BOX","1931-05-12 04:00:00-01:00","ROMA","IT","RM","12.5","41.9",
711,"Fontana Ivano","BOX","1926-11-02 09:00:00-01:00","LUCCA","IT","LU",11,"43.7",
712,"Garbelli Gian","BOX","1931-10-04 09:00:00-01:00","MILANO","IT","MI","9.25","45.5",
713,"Gaviano Hilaire","BOX","1930-01-13 08:00:00-01:00","SEUI","IT","NU",10,"40.3",
714,"Giannelli Nazareno","BOX","1925-02-09 22:00:00-01:00","PADOVA","IT","PD","12.25","45.4",
715,"Loi Duilio","BOX","1929-04-19 16:40:00-01:00","TRIESTE","IT","TS",14,"45.6",
716,"Male Luigi","BOX","1929-02-25 11:30:00-01:00","VITERBO","IT","VT",12,"42.4",
717,"Marconi Emilio","BOX","1927-01-11 18:00:00-01:00","GROSSETO","IT","GR","11.5","42.7",
718,"Martin Giovanni","BOX","1921-01-28 17:30:00-01:00","ODERZO","IT","TV","12.75","45.6",
719,"Melis Paolo","BOX","1929-05-16 20:00:00-01:00","CAGLIARI","IT","CA",9,"39.4",
720,"Gauquelin-A1-720","BOX","1928-04-02 10:00:00-01:00","VENEZIA","IT","VE","12.5","45.5",
721,"Milandri Widmer","BOX","1922-12-05 18:00:00-01:00","FORLI","IT","FO","12.5","44.2",
722,"Mitri Tiberio","BOX","1926-07-12 23:45:00-01:00","TRIESTE","IT","TS",14,"45.6",
723,"Mondino Pierre","BOX","1931-03-24 07:30:00-01:00","TORINO","IT","TO",8,45,
724,"Nelli Giorgio","BOX","1931-12-11 21:00:00-01:00","CAMPIGLIA MARIT","IT","LI","9.5","43.6",
725,"Pacini Bernardo","BOX","1926-10-12 02:30:00-01:00","CAPANNORI","IT","LU",11,"43.7",
726,"Peyre Egisto","BOX","1919-09-19 06:00:00-01:00","SUSEGANA","IT","TV","12.75","45.6",
727,"Polidori Altidoro","BOX","1929-08-10 22:00:00-01:00","GROSSETO","IT","GR","11.5","42.7",
728,"Pozzali Aristide","BOX","1931-10-12 05:00:00-01:00","CREMONA","IT","CR",11,"45.2",
729,"Rocci Lorenzo","BOX","1928-05-04 07:30:00-01:00","PAOLA","IT","CS","16.5","39.3",
730,"Rollo Piero","BOX","1927-02-09 18:45:00-01:00","CAGLIARI","IT","CA",9,"39.4",
731,"Scortichini Italo","BOX","1929-10-14 13:00:00-01:00","FABRIANO","IT","AN","13.75","43.7",
732,"Spina Roberto","BOX","1932-03-16 19:15:00-01:00","ROMA","IT","RM","12.5","41.9",
733,"Ussin Gilbert","BOX","1924-11-22 23:10:00-01:00","VALTOURNANCHE","IT","AO",8,"45.8",
734,"Vernaglione Umberto","BOX","1933-04-24 22:30:00-01:00","TARANTO","IT","TA","17.5","40.5",
735,"Vescovi Franco","BOX","1930-01-28 03:30:00-01:00","COLONNA","IT","RM","12.5","41.9",
736,"Visintin Bruno","BOX","1932-11-23 16:00:00-01:00","LA SPEZIA","IT","SP","10.25",44,
737,"Zuddas Gian","BOX","1928-03-01 10:00:00-01:00","CAGLIARI","IT","CA",9,"39.4",
738,"Anneet Adrien","BOX","1908-11-18 18:30:00+00:00","BRUXELLES","BE","BRA","4.25","50.85",
739,"Gauquelin-A1-739","BOX","1928-07-27 01:00:00+00:00","BRUGES","BE","WVL","3.25","51.21667",
740,"Charles Pierre","BOX","1903-03-20 01:00:00+00:00","AGIMONT","BE","NAM","4.5","50.33333",
741,"Cherville Alain","BOX","1931-08-11 03:00:00+00:00","LASNE","BE","BRA","4.25","50.85",
742,"Colpin Charles","BOX","1924-12-29 21:00:00+00:00","QUAREGNON","BE","HAI","4.5","50.38333",
743,"Gauquelin-A1-743","BOX","1917-11-17 05:00:00+00:00","LIEGE","BE","LIE","5.5","50.65",
744,"Gauquelin-A1-744","BOX","1930-10-21 14:45:00+00:00","UCCLE","BE","BRA","4.25","50.85",
745,"Degand Emile","BOX","1908-07-19 09:00:00+00:00","CUESMES","BE","HAI","4.5","50.38333",
746,"Delabassee Roger","BOX","1926-08-26 08:30:00+00:00","TOURNAI","BE","HAI","4.5","50.38333",
747,"Delmine Emile","BOX","1927-05-22 10:30:00+00:00","WASMES","BE","HAI","4.5","50.38333",
748,"Delplanque Eugene","BOX","1929-02-16 09:00:00+00:00","CUESMES","BE","HAI","4.5","50.38333",
749,"Devos Rene","BOX","1902-05-24 01:00:00+00:00","ANVERS","BE","ANT","4.5","51.23333",
750,"D'Haes Victor","BOX","1926-04-24 03:30:00+00:00","SCHAERBEEK","BE","BRA","4.25","50.85",
751,"Duponchel Pierre","BOX","1932-09-25 04:00:00+00:00","ESPIERRES","BE","WVL","3.25","51.21667",
752,"Dussart Kid","BOX","1921-04-11 01:00:00+00:00","LIEGE","BE","LIE","5.5","50.65",
