profession,professionLabel
http://www.wikidata.org/entity/Q1737043,Q1737043
http://www.wikidata.org/entity/Q1737044,Q1737044
http://www.wikidata.org/entity/Q1737045,Q1737045
http://www.wikidata.org/entity/Q1737047,Q1737047
http://www.wikidata.org/entity/Q1737049,Q1737049
http://www.wikidata.org/entity/Q1737050,Q1737050
http://www.wikidata.org/entity/Q1737052,Q1737052
http://www.wikidata.org/entity/Q1737053,Q1737053
http://www.wikidata.org/entity/Q1737897,Q1737897
http://www.wikidata.org/entity/Q17380866,Q17380866
http://www.wikidata.org/entity/Q1739737,Q1739737
http://www.wikidata.org/entity/Q1739968,Q1739968
http://www.wikidata.org/entity/Q1743221,Q1743221
http://www.wikidata.org/entity/Q1743409,Q1743409
http://www.wikidata.org/entity/Q1746096,Q1746096
http://www.wikidata.org/entity/Q1746097,Q1746097
http://www.wikidata.org/entity/Q1746439,Q1746439
http://www.wikidata.org/entity/Q1747640,Q1747640
http://www.wikidata.org/entity/Q17483564,Q17483564
http://www.wikidata.org/entity/Q1750051,Q1750051
http://www.wikidata.org/entity/Q17540692,Q17540692
http://www.wikidata.org/entity/Q17547090,Q17547090
http://www.wikidata.org/entity/Q1756339,Q1756339
http://www.wikidata.org/entity/Q1757623,Q1757623
http://www.wikidata.org/entity/Q1760301,Q1760301
http://www.wikidata.org/entity/Q17623164,Q17623164
http://www.wikidata.org/entity/Q17633025,Q17633025
http://www.wikidata.org/entity/Q17638669,Q17638669
http://www.wikidata.org/entity/Q1769422,Q1769422
http://www.wikidata.org/entity/Q1772001,Q1772001
http://www.wikidata.org/entity/Q17750756,Q17750756
http://www.wikidata.org/entity/Q17760828,Q17760828
http://www.wikidata.org/entity/Q17765187,Q17765187
http://www.wikidata.org/entity/Q17773347,Q17773347
http://www.wikidata.org/entity/Q1779273,Q1779273
http://www.wikidata.org/entity/Q17833128,Q17833128
http://www.wikidata.org/entity/Q1783550,Q1783550
http://www.wikidata.org/entity/Q1783978,Q1783978
http://www.wikidata.org/entity/Q1785771,Q1785771
http://www.wikidata.org/entity/Q1786248,Q1786248
http://www.wikidata.org/entity/Q17871568,Q17871568
http://www.wikidata.org/entity/Q1787864,Q1787864
http://www.wikidata.org/entity/Q1788402,Q1788402
http://www.wikidata.org/entity/Q1788777,Q1788777
http://www.wikidata.org/entity/Q1795352,Q1795352
http://www.wikidata.org/entity/Q17991368,Q17991368
http://www.wikidata.org/entity/Q17993526,Q17993526
http://www.wikidata.org/entity/Q179943,Q179943
http://www.wikidata.org/entity/Q1799755,Q1799755
http://www.wikidata.org/entity/Q1800313,Q1800313
http://www.wikidata.org/entity/Q1802315,Q1802315
http://www.wikidata.org/entity/Q18027204,Q18027204
http://www.wikidata.org/entity/Q1803639,Q1803639
http://www.wikidata.org/entity/Q1804754,Q1804754
http://www.wikidata.org/entity/Q18087965,Q18087965
http://www.wikidata.org/entity/Q18087976,Q18087976
http://www.wikidata.org/entity/Q18089071,Q18089071
http://www.wikidata.org/entity/Q18093520,Q18093520
http://www.wikidata.org/entity/Q1813427,Q1813427
http://www.wikidata.org/entity/Q18147705,Q18147705
http://www.wikidata.org/entity/Q1815315,Q1815315
http://www.wikidata.org/entity/Q18238240,Q18238240
http://www.wikidata.org/entity/Q18238688,Q18238688
http://www.wikidata.org/entity/Q18239095,Q18239095
http://www.wikidata.org/entity/Q18242306,Q18242306
http://www.wikidata.org/entity/Q18242652,Q18242652
http://www.wikidata.org/entity/Q18242696,Q18242696
http://www.wikidata.org/entity/Q18242912,Q18242912
http://www.wikidata.org/entity/Q18243284,Q18243284
http://www.wikidata.org/entity/Q18244268,Q18244268
http://www.wikidata.org/entity/Q18244373,Q18244373
http://www.wikidata.org/entity/Q18245236,Q18245236
http://www.wikidata.org/entity/Q18245289,Q18245289
http://www.wikidata.org/entity/Q18246588,Q18246588
http://www.wikidata.org/entity/Q18274669,Q18274669
http://www.wikidata.org/entity/Q18276009,Q18276009
http://www.wikidata.org/entity/Q18280328,Q18280328
http://www.wikidata.org/entity/Q18280366,Q18280366
http://www.wikidata.org/entity/Q1828214,Q1828214
http://www.wikidata.org/entity/Q1829426,Q1829426
http://www.wikidata.org/entity/Q18384626,Q18384626
http://www.wikidata.org/entity/Q18411407,Q18411407
http://www.wikidata.org/entity/Q18430197,Q18430197
http://www.wikidata.org/entity/Q18430199,Q18430199
http://www.wikidata.org/entity/Q18431146,Q18431146
http://www.wikidata.org/entity/Q18431496,Q18431496
http://www.wikidata.org/entity/Q18435096,Q18435096
http://www.wikidata.org/entity/Q18452007,Q18452007
http://www.wikidata.org/entity/Q18462185,Q18462185
http://www.wikidata.org/entity/Q18462252,Q18462252
http://www.wikidata.org/entity/Q18462871,Q18462871
http://www.wikidata.org/entity/Q18463335,Q18463335
http://www.wikidata.org/entity/Q18463382,Q18463382
http://www.wikidata.org/entity/Q18466318,Q18466318
http://www.wikidata.org/entity/Q18466349,Q18466349
http://www.wikidata.org/entity/Q18466938,Q18466938
http://www.wikidata.org/entity/Q18470395,Q18470395
http://www.wikidata.org/entity/Q18470433,Q18470433
http://www.wikidata.org/entity/Q18471359,Q18471359
http://www.wikidata.org/entity/Q18472382,Q18472382
http://www.wikidata.org/entity/Q18477091,Q18477091
http://www.wikidata.org/entity/Q18477114,Q18477114
http://www.wikidata.org/entity/Q18479602,Q18479602
http://www.wikidata.org/entity/Q18480017,Q18480017
http://www.wikidata.org/entity/Q18481087,Q18481087
http://www.wikidata.org/entity/Q18482507,Q18482507
http://www.wikidata.org/entity/Q18482920,Q18482920
http://www.wikidata.org/entity/Q18485287,Q18485287
http://www.wikidata.org/entity/Q18485643,Q18485643
http://www.wikidata.org/entity/Q18485663,Q18485663
http://www.wikidata.org/entity/Q18485809,Q18485809
http://www.wikidata.org/entity/Q18486597,Q18486597
http://www.wikidata.org/entity/Q18535215,Q18535215
http://www.wikidata.org/entity/Q1855826,Q1855826
http://www.wikidata.org/entity/Q1856852,Q1856852
http://www.wikidata.org/entity/Q1860032,Q1860032
http://www.wikidata.org/entity/Q18623147,Q18623147
http://www.wikidata.org/entity/Q18623176,Q18623176
http://www.wikidata.org/entity/Q18623762,Q18623762
http://www.wikidata.org/entity/Q18655536,Q18655536
http://www.wikidata.org/entity/Q1867172,Q1867172
http://www.wikidata.org/entity/Q1867478,Q1867478
http://www.wikidata.org/entity/Q1868056,Q1868056
http://www.wikidata.org/entity/Q1868171,Q1868171
http://www.wikidata.org/entity/Q1868603,Q1868603
http://www.wikidata.org/entity/Q18690483,Q18690483
http://www.wikidata.org/entity/Q18745637,Q18745637
http://www.wikidata.org/entity/Q18816712,Q18816712
http://www.wikidata.org/entity/Q18817133,Q18817133
http://www.wikidata.org/entity/Q18819347,Q18819347
http://www.wikidata.org/entity/Q1891880,Q1891880
http://www.wikidata.org/entity/Q1895303,Q1895303
http://www.wikidata.org/entity/Q1898495,Q1898495
http://www.wikidata.org/entity/Q19019178,Q19019178
http://www.wikidata.org/entity/Q1902270,Q1902270
http://www.wikidata.org/entity/Q1908349,Q1908349
http://www.wikidata.org/entity/Q1908351,Q1908351
http://www.wikidata.org/entity/Q1911615,Q1911615
http://www.wikidata.org/entity/Q1913170,Q1913170
http://www.wikidata.org/entity/Q1915547,Q1915547
http://www.wikidata.org/entity/Q1916363,Q1916363
http://www.wikidata.org/entity/Q1916549,Q1916549
http://www.wikidata.org/entity/Q1916611,Q1916611
http://www.wikidata.org/entity/Q1916628,Q1916628
http://www.wikidata.org/entity/Q1918626,Q1918626
http://www.wikidata.org/entity/Q1924874,Q1924874
http://www.wikidata.org/entity/Q1924953,Q1924953
http://www.wikidata.org/entity/Q19278951,Q19278951
http://www.wikidata.org/entity/Q1934053,Q1934053
http://www.wikidata.org/entity/Q19346963,Q19346963
http://www.wikidata.org/entity/Q19365766,Q19365766
http://www.wikidata.org/entity/Q19372142,Q19372142
http://www.wikidata.org/entity/Q19375589,Q19375589
http://www.wikidata.org/entity/Q19375592,Q19375592
http://www.wikidata.org/entity/Q19377395,Q19377395
http://www.wikidata.org/entity/Q19377797,Q19377797
http://www.wikidata.org/entity/Q19377982,Q19377982
http://www.wikidata.org/entity/Q19378084,Q19378084
http://www.wikidata.org/entity/Q19381295,Q19381295
http://www.wikidata.org/entity/Q19382516,Q19382516
http://www.wikidata.org/entity/Q19385508,Q19385508
http://www.wikidata.org/entity/Q19385803,Q19385803
http://www.wikidata.org/entity/Q19386613,Q19386613
http://www.wikidata.org/entity/Q19387160,Q19387160
http://www.wikidata.org/entity/Q19388415,Q19388415
http://www.wikidata.org/entity/Q19388862,Q19388862
http://www.wikidata.org/entity/Q19388864,Q19388864
http://www.wikidata.org/entity/Q19388867,Q19388867
http://www.wikidata.org/entity/Q19389009,Q19389009
http://www.wikidata.org/entity/Q19390533,Q19390533
http://www.wikidata.org/entity/Q19392912,Q19392912
http://www.wikidata.org/entity/Q19397811,Q19397811
http://www.wikidata.org/entity/Q1952094,Q1952094
http://www.wikidata.org/entity/Q1952407,Q1952407
http://www.wikidata.org/entity/Q1954313,Q1954313
http://www.wikidata.org/entity/Q1955056,Q1955056
http://www.wikidata.org/entity/Q1955120,Q1955120
http://www.wikidata.org/entity/Q19562226,Q19562226
http://www.wikidata.org/entity/Q1957982,Q1957982
http://www.wikidata.org/entity/Q19606525,Q19606525
http://www.wikidata.org/entity/Q1962524,Q1962524
http://www.wikidata.org/entity/Q1962529,Q1962529
http://www.wikidata.org/entity/Q19690037,Q19690037
http://www.wikidata.org/entity/Q19705941,Q19705941
http://www.wikidata.org/entity/Q19713031,Q19713031
http://www.wikidata.org/entity/Q19758485,Q19758485
http://www.wikidata.org/entity/Q1978899,Q1978899
http://www.wikidata.org/entity/Q1980961,Q1980961
http://www.wikidata.org/entity/Q19850757,Q19850757
http://www.wikidata.org/entity/Q1986543,Q1986543
http://www.wikidata.org/entity/Q19941977,Q19941977
http://www.wikidata.org/entity/Q1996005,Q1996005
http://www.wikidata.org/entity/Q19969418,Q19969418
http://www.wikidata.org/entity/Q19977392,Q19977392
http://www.wikidata.org/entity/Q1999332,Q1999332
http://www.wikidata.org/entity/Q20011241,Q20011241
http://www.wikidata.org/entity/Q2001765,Q2001765
http://www.wikidata.org/entity/Q20048568,Q20048568
http://www.wikidata.org/entity/Q20048743,Q20048743
http://www.wikidata.org/entity/Q20049146,Q20049146
http://www.wikidata.org/entity/Q20049573,Q20049573
http://www.wikidata.org/entity/Q20049810,Q20049810
http://www.wikidata.org/entity/Q20053848,Q20053848
http://www.wikidata.org/entity/Q2005901,Q2005901
http://www.wikidata.org/entity/Q20059900,Q20059900
http://www.wikidata.org/entity/Q20059905,Q20059905
http://www.wikidata.org/entity/Q20059915,Q20059915
http://www.wikidata.org/entity/Q20059918,Q20059918
http://www.wikidata.org/entity/Q20059919,Q20059919
http://www.wikidata.org/entity/Q20059923,Q20059923
http://www.wikidata.org/entity/Q20078588,Q20078588
http://www.wikidata.org/entity/Q2009667,Q2009667
http://www.wikidata.org/entity/Q20107876,Q20107876
http://www.wikidata.org/entity/Q20108464,Q20108464
http://www.wikidata.org/entity/Q20108557,Q20108557
http://www.wikidata.org/entity/Q20108675,Q20108675
http://www.wikidata.org/entity/Q20108956,Q20108956
http://www.wikidata.org/entity/Q2015308,Q2015308
http://www.wikidata.org/entity/Q20165053,Q20165053
http://www.wikidata.org/entity/Q20177046,Q20177046
http://www.wikidata.org/entity/Q20184020,Q20184020
http://www.wikidata.org/entity/Q2024043,Q2024043
http://www.wikidata.org/entity/Q2030085,Q2030085
http://www.wikidata.org/entity/Q2032206,Q2032206
http://www.wikidata.org/entity/Q20379037,Q20379037
http://www.wikidata.org/entity/Q20396591,Q20396591
http://www.wikidata.org/entity/Q2045693,Q2045693
http://www.wikidata.org/entity/Q20477975,Q20477975
http://www.wikidata.org/entity/Q2048272,Q2048272
http://www.wikidata.org/entity/Q20528241,Q20528241
http://www.wikidata.org/entity/Q20528553,Q20528553
http://www.wikidata.org/entity/Q20528609,Q20528609
http://www.wikidata.org/entity/Q20528877,Q20528877
http://www.wikidata.org/entity/Q20529007,Q20529007
http://www.wikidata.org/entity/Q20529346,Q20529346
http://www.wikidata.org/entity/Q20529684,Q20529684
http://www.wikidata.org/entity/Q20531359,Q20531359
http://www.wikidata.org/entity/Q20563006,Q20563006
http://www.wikidata.org/entity/Q2058243,Q2058243
http://www.wikidata.org/entity/Q2061895,Q2061895
http://www.wikidata.org/entity/Q20683322,Q20683322
http://www.wikidata.org/entity/Q2068430,Q2068430
http://www.wikidata.org/entity/Q2072157,Q2072157
http://www.wikidata.org/entity/Q2072161,Q2072161
http://www.wikidata.org/entity/Q2072162,Q2072162
http://www.wikidata.org/entity/Q2072186,Q2072186
http://www.wikidata.org/entity/Q2072248,Q2072248
http://www.wikidata.org/entity/Q2072273,Q2072273
http://www.wikidata.org/entity/Q20757494,Q20757494
http://www.wikidata.org/entity/Q20820029,Q20820029
http://www.wikidata.org/entity/Q2082022,Q2082022
http://www.wikidata.org/entity/Q20825763,Q20825763
http://www.wikidata.org/entity/Q20827480,Q20827480
http://www.wikidata.org/entity/Q20828463,Q20828463
http://www.wikidata.org/entity/Q20828740,Q20828740
http://www.wikidata.org/entity/Q20829677,Q20829677
http://www.wikidata.org/entity/Q20829696,Q20829696
http://www.wikidata.org/entity/Q2083369,Q2083369
http://www.wikidata.org/entity/Q2083384,Q2083384
http://www.wikidata.org/entity/Q2083482,Q2083482
http://www.wikidata.org/entity/Q2085081,Q2085081
http://www.wikidata.org/entity/Q2085109,Q2085109
http://www.wikidata.org/entity/Q2088877,Q2088877
http://www.wikidata.org/entity/Q2089438,Q2089438
http://www.wikidata.org/entity/Q2091370,Q2091370
http://www.wikidata.org/entity/Q2095699,Q2095699
http://www.wikidata.org/entity/Q2096483,Q2096483
http://www.wikidata.org/entity/Q20971817,Q20971817
http://www.wikidata.org/entity/Q20971853,Q20971853
http://www.wikidata.org/entity/Q20972174,Q20972174
http://www.wikidata.org/entity/Q20972175,Q20972175
http://www.wikidata.org/entity/Q20972177,Q20972177
http://www.wikidata.org/entity/Q2097625,Q2097625
http://www.wikidata.org/entity/Q2097811,Q2097811
http://www.wikidata.org/entity/Q20978474,Q20978474
http://www.wikidata.org/entity/Q2098813,Q2098813
http://www.wikidata.org/entity/Q20991311,Q20991311
http://www.wikidata.org/entity/Q2099498,Q2099498
http://www.wikidata.org/entity/Q2099675,Q2099675
http://www.wikidata.org/entity/Q21009829,Q21009829
http://www.wikidata.org/entity/Q2102651,Q2102651
http://www.wikidata.org/entity/Q21032682,Q21032682
http://www.wikidata.org/entity/Q21043546,Q21043546
http://www.wikidata.org/entity/Q21043595,Q21043595
http://www.wikidata.org/entity/Q21043705,Q21043705
http://www.wikidata.org/entity/Q21044677,Q21044677
http://www.wikidata.org/entity/Q21051230,Q21051230
http://www.wikidata.org/entity/Q21086673,Q21086673
http://www.wikidata.org/entity/Q21087301,Q21087301
http://www.wikidata.org/entity/Q21087609,Q21087609
http://www.wikidata.org/entity/Q21089226,Q21089226
http://www.wikidata.org/entity/Q21104519,Q21104519
http://www.wikidata.org/entity/Q2111173,Q2111173
http://www.wikidata.org/entity/Q2111833,Q2111833
http://www.wikidata.org/entity/Q2111847,Q2111847
http://www.wikidata.org/entity/Q21126946,Q21126946
http://www.wikidata.org/entity/Q21127005,Q21127005
http://www.wikidata.org/entity/Q2114217,Q2114217
http://www.wikidata.org/entity/Q2114257,Q2114257
http://www.wikidata.org/entity/Q2114263,Q2114263
http://www.wikidata.org/entity/Q21142909,Q21142909
http://www.wikidata.org/entity/Q2114642,Q2114642
http://www.wikidata.org/entity/Q2120786,Q2120786
http://www.wikidata.org/entity/Q2122094,Q2122094
http://www.wikidata.org/entity/Q2125379,Q2125379
http://www.wikidata.org/entity/Q2128132,Q2128132
http://www.wikidata.org/entity/Q2130943,Q2130943
http://www.wikidata.org/entity/Q2130948,Q2130948
http://www.wikidata.org/entity/Q2137435,Q2137435
http://www.wikidata.org/entity/Q2138596,Q2138596
http://www.wikidata.org/entity/Q2138675,Q2138675
http://www.wikidata.org/entity/Q21402253,Q21402253
http://www.wikidata.org/entity/Q2141193,Q2141193
http://www.wikidata.org/entity/Q2141946,Q2141946
http://www.wikidata.org/entity/Q2144659,Q2144659
http://www.wikidata.org/entity/Q21448044,Q21448044
http://www.wikidata.org/entity/Q2145178,Q2145178
http://www.wikidata.org/entity/Q2145570,Q2145570
http://www.wikidata.org/entity/Q2145962,Q2145962
http://www.wikidata.org/entity/Q2146864,Q2146864
http://www.wikidata.org/entity/Q21500241,Q21500241
http://www.wikidata.org/entity/Q21546011,Q21546011
http://www.wikidata.org/entity/Q2154937,Q2154937
http://www.wikidata.org/entity/Q21598613,Q21598613
http://www.wikidata.org/entity/Q2160857,Q2160857
http://www.wikidata.org/entity/Q2162363,Q2162363
http://www.wikidata.org/entity/Q2168912,Q2168912
http://www.wikidata.org/entity/Q2170978,Q2170978
http://www.wikidata.org/entity/Q21711879,Q21711879
http://www.wikidata.org/entity/Q21748940,Q21748940
http://www.wikidata.org/entity/Q2174933,Q2174933
http://www.wikidata.org/entity/Q21774057,Q21774057
http://www.wikidata.org/entity/Q2180240,Q2180240
http://www.wikidata.org/entity/Q21888039,Q21888039
http://www.wikidata.org/entity/Q2189982,Q2189982
http://www.wikidata.org/entity/Q2194713,Q2194713
http://www.wikidata.org/entity/Q2194940,Q2194940
http://www.wikidata.org/entity/Q2195707,Q2195707
http://www.wikidata.org/entity/Q22019023,Q22019023
http://www.wikidata.org/entity/Q2210154,Q2210154
http://www.wikidata.org/entity/Q2219919,Q2219919
http://www.wikidata.org/entity/Q2225643,Q2225643
http://www.wikidata.org/entity/Q2229927,Q2229927
http://www.wikidata.org/entity/Q2233047,Q2233047
http://www.wikidata.org/entity/Q22338446,Q22338446
http://www.wikidata.org/entity/Q2235022,Q2235022
http://www.wikidata.org/entity/Q2235101,Q2235101
http://www.wikidata.org/entity/Q2235482,Q2235482
http://www.wikidata.org/entity/Q2236062,Q2236062
http://www.wikidata.org/entity/Q2236354,Q2236354
http://www.wikidata.org/entity/Q2237895,Q2237895
http://www.wikidata.org/entity/Q2239356,Q2239356
http://www.wikidata.org/entity/Q2245987,Q2245987
http://www.wikidata.org/entity/Q2246356,Q2246356
http://www.wikidata.org/entity/Q2247613,Q2247613
http://www.wikidata.org/entity/Q2249995,Q2249995
http://www.wikidata.org/entity/Q2250432,Q2250432
http://www.wikidata.org/entity/Q2250685,Q2250685
http://www.wikidata.org/entity/Q2254437,Q2254437
http://www.wikidata.org/entity/Q2255865,Q2255865
http://www.wikidata.org/entity/Q2257662,Q2257662
http://www.wikidata.org/entity/Q2258803,Q2258803
http://www.wikidata.org/entity/Q2259615,Q2259615
http://www.wikidata.org/entity/Q2264871,Q2264871
http://www.wikidata.org/entity/Q22671340,Q22671340
http://www.wikidata.org/entity/Q2272427,Q2272427
http://www.wikidata.org/entity/Q2274213,Q2274213
http://www.wikidata.org/entity/Q2274222,Q2274222
http://www.wikidata.org/entity/Q22813661,Q22813661
http://www.wikidata.org/entity/Q2283026,Q2283026
http://www.wikidata.org/entity/Q2283544,Q2283544
http://www.wikidata.org/entity/Q2287247,Q2287247
http://www.wikidata.org/entity/Q2288573,Q2288573
http://www.wikidata.org/entity/Q22917872,Q22917872
http://www.wikidata.org/entity/Q22927811,Q22927811
http://www.wikidata.org/entity/Q2292836,Q2292836
http://www.wikidata.org/entity/Q2294795,Q2294795
http://www.wikidata.org/entity/Q22953850,Q22953850
http://www.wikidata.org/entity/Q22953876,Q22953876
http://www.wikidata.org/entity/Q22959375,Q22959375
http://www.wikidata.org/entity/Q22962041,Q22962041
http://www.wikidata.org/entity/Q2296297,Q2296297
http://www.wikidata.org/entity/Q2296776,Q2296776
http://www.wikidata.org/entity/Q22980439,Q22980439
http://www.wikidata.org/entity/Q23038410,Q23038410
http://www.wikidata.org/entity/Q2306000,Q2306000
http://www.wikidata.org/entity/Q2307792,Q2307792
http://www.wikidata.org/entity/Q23081349,Q23081349
http://www.wikidata.org/entity/Q2312248,Q2312248
http://www.wikidata.org/entity/Q2312418,Q2312418
http://www.wikidata.org/entity/Q2324286,Q2324286
http://www.wikidata.org/entity/Q2327312,Q2327312
http://www.wikidata.org/entity/Q23305048,Q23305048
http://www.wikidata.org/entity/Q2333828,Q2333828
http://www.wikidata.org/entity/Q2334579,Q2334579
http://www.wikidata.org/entity/Q2341583,Q2341583
http://www.wikidata.org/entity/Q2342923,Q2342923
http://www.wikidata.org/entity/Q23440404,Q23440404
http://www.wikidata.org/entity/Q2344245,Q2344245
http://www.wikidata.org/entity/Q2351211,Q2351211
http://www.wikidata.org/entity/Q2353816,Q2353816
http://www.wikidata.org/entity/Q2354813,Q2354813
http://www.wikidata.org/entity/Q2356708,Q2356708
http://www.wikidata.org/entity/Q2358825,Q2358825
http://www.wikidata.org/entity/Q2362209,Q2362209
http://www.wikidata.org/entity/Q23636330,Q23636330
http://www.wikidata.org/entity/Q2367483,Q2367483
http://www.wikidata.org/entity/Q2369427,Q2369427
http://www.wikidata.org/entity/Q2370237,Q2370237
http://www.wikidata.org/entity/Q23702859,Q23702859
http://www.wikidata.org/entity/Q23708568,Q23708568
http://www.wikidata.org/entity/Q2371592,Q2371592
http://www.wikidata.org/entity/Q23718886,Q23718886
http://www.wikidata.org/entity/Q2374146,Q2374146
http://www.wikidata.org/entity/Q2377083,Q2377083
http://www.wikidata.org/entity/Q2377127,Q2377127
http://www.wikidata.org/entity/Q23784297,Q23784297
http://www.wikidata.org/entity/Q23786372,Q23786372
http://www.wikidata.org/entity/Q2378976,Q2378976
http://www.wikidata.org/entity/Q23809229,Q23809229
http://www.wikidata.org/entity/Q2381107,Q2381107
http://www.wikidata.org/entity/Q23817608,Q23817608
http://www.wikidata.org/entity/Q2383055,Q2383055
http://www.wikidata.org/entity/Q2385747,Q2385747
http://www.wikidata.org/entity/Q2385879,Q2385879
http://www.wikidata.org/entity/Q2386968,Q2386968
http://www.wikidata.org/entity/Q23899594,Q23899594
http://www.wikidata.org/entity/Q23907997,Q23907997
http://www.wikidata.org/entity/Q23910512,Q23910512
http://www.wikidata.org/entity/Q2391298,Q2391298
http://www.wikidata.org/entity/Q2393639,Q2393639
http://www.wikidata.org/entity/Q23957323,Q23957323
http://www.wikidata.org/entity/Q2396920,Q2396920
http://www.wikidata.org/entity/Q2398975,Q2398975
http://www.wikidata.org/entity/Q2399385,Q2399385
http://www.wikidata.org/entity/Q2399390,Q2399390
http://www.wikidata.org/entity/Q2399394,Q2399394
http://www.wikidata.org/entity/Q2399409,Q2399409
http://www.wikidata.org/entity/Q2399436,Q2399436
http://www.wikidata.org/entity/Q2399438,Q2399438
http://www.wikidata.org/entity/Q2399440,Q2399440
http://www.wikidata.org/entity/Q2400740,Q2400740
http://www.wikidata.org/entity/Q2401290,Q2401290
http://www.wikidata.org/entity/Q2402767,Q2402767
http://www.wikidata.org/entity/Q24039734,Q24039734
http://www.wikidata.org/entity/Q2404286,Q2404286
http://www.wikidata.org/entity/Q24067352,Q24067352
http://www.wikidata.org/entity/Q2407915,Q2407915
http://www.wikidata.org/entity/Q2408142,Q2408142
http://www.wikidata.org/entity/Q2415065,Q2415065
http://www.wikidata.org/entity/Q2420045,Q2420045
http://www.wikidata.org/entity/Q24251177,Q24251177
http://www.wikidata.org/entity/Q24283015,Q24283015
http://www.wikidata.org/entity/Q2431808,Q2431808
http://www.wikidata.org/entity/Q24348149,Q24348149
http://www.wikidata.org/entity/Q24358464,Q24358464
http://www.wikidata.org/entity/Q24452224,Q24452224
http://www.wikidata.org/entity/Q24469093,Q24469093
http://www.wikidata.org/entity/Q24469125,Q24469125
http://www.wikidata.org/entity/Q24469347,Q24469347
http://www.wikidata.org/entity/Q24469371,Q24469371
http://www.wikidata.org/entity/Q24469405,Q24469405
http://www.wikidata.org/entity/Q24469420,Q24469420
http://www.wikidata.org/entity/Q2451298,Q2451298
http://www.wikidata.org/entity/Q2454673,Q2454673
http://www.wikidata.org/entity/Q24557532,Q24557532
http://www.wikidata.org/entity/Q2455992,Q2455992
http://www.wikidata.org/entity/Q2459043,Q2459043
http://www.wikidata.org/entity/Q24623652,Q24623652
http://www.wikidata.org/entity/Q2465389,Q2465389
http://www.wikidata.org/entity/Q2467882,Q2467882
http://www.wikidata.org/entity/Q24698977,Q24698977
http://www.wikidata.org/entity/Q2470727,Q2470727
http://www.wikidata.org/entity/Q2471022,Q2471022
http://www.wikidata.org/entity/Q2474751,Q2474751
http://www.wikidata.org/entity/Q24760267,Q24760267
http://www.wikidata.org/entity/Q2476070,Q2476070
http://www.wikidata.org/entity/Q2482277,Q2482277
http://www.wikidata.org/entity/Q2483106,Q2483106
http://www.wikidata.org/entity/Q2487348,Q2487348
http://www.wikidata.org/entity/Q24873499,Q24873499
http://www.wikidata.org/entity/Q2488176,Q2488176
http://www.wikidata.org/entity/Q2490217,Q2490217
http://www.wikidata.org/entity/Q2491986,Q2491986
http://www.wikidata.org/entity/Q24930267,Q24930267
http://www.wikidata.org/entity/Q2493635,Q2493635
http://www.wikidata.org/entity/Q24948603,Q24948603
http://www.wikidata.org/entity/Q24950498,Q24950498
http://www.wikidata.org/entity/Q24951432,Q24951432
http://www.wikidata.org/entity/Q24960425,Q24960425
http://www.wikidata.org/entity/Q2497280,Q2497280
http://www.wikidata.org/entity/Q2498835,Q2498835
http://www.wikidata.org/entity/Q250566,Q250566
http://www.wikidata.org/entity/Q2507566,Q2507566
http://www.wikidata.org/entity/Q2513426,Q2513426
http://www.wikidata.org/entity/Q2513436,Q2513436
http://www.wikidata.org/entity/Q2515380,Q2515380
http://www.wikidata.org/entity/Q2515382,Q2515382
http://www.wikidata.org/entity/Q2515385,Q2515385
http://www.wikidata.org/entity/Q2515388,Q2515388
http://www.wikidata.org/entity/Q2516055,Q2516055
http://www.wikidata.org/entity/Q2517044,Q2517044
http://www.wikidata.org/entity/Q2518192,Q2518192
http://www.wikidata.org/entity/Q2519966,Q2519966
http://www.wikidata.org/entity/Q2524584,Q2524584
http://www.wikidata.org/entity/Q2534260,Q2534260
http://www.wikidata.org/entity/Q2536259,Q2536259
http://www.wikidata.org/entity/Q25377245,Q25377245
http://www.wikidata.org/entity/Q25381847,Q25381847
http://www.wikidata.org/entity/Q25381999,Q25381999
http://www.wikidata.org/entity/Q25384621,Q25384621
http://www.wikidata.org/entity/Q25384878,Q25384878
http://www.wikidata.org/entity/Q25385373,Q25385373
http://www.wikidata.org/entity/Q25387891,Q25387891
http://www.wikidata.org/entity/Q25388928,Q25388928
http://www.wikidata.org/entity/Q25389404,Q25389404
http://www.wikidata.org/entity/Q25395224,Q25395224
http://www.wikidata.org/entity/Q25399062,Q25399062
http://www.wikidata.org/entity/Q2540562,Q2540562
http://www.wikidata.org/entity/Q25410306,Q25410306
http://www.wikidata.org/entity/Q25419787,Q25419787
http://www.wikidata.org/entity/Q25420196,Q25420196
http://www.wikidata.org/entity/Q25420765,Q25420765
http://www.wikidata.org/entity/Q25420824,Q25420824
http://www.wikidata.org/entity/Q25425849,Q25425849
http://www.wikidata.org/entity/Q25434742,Q25434742
http://www.wikidata.org/entity/Q25434898,Q25434898
http://www.wikidata.org/entity/Q25447869,Q25447869
http://www.wikidata.org/entity/Q25456420,Q25456420
http://www.wikidata.org/entity/Q25473715,Q25473715
http://www.wikidata.org/entity/Q25481074,Q25481074
http://www.wikidata.org/entity/Q25490897,Q25490897
http://www.wikidata.org/entity/Q25493720,Q25493720
http://www.wikidata.org/entity/Q25499570,Q25499570
http://www.wikidata.org/entity/Q25499602,Q25499602
http://www.wikidata.org/entity/Q25500232,Q25500232
http://www.wikidata.org/entity/Q25500990,Q25500990
http://www.wikidata.org/entity/Q25503569,Q25503569
