403M Sapori, Francesco;1890;01;10;08;00;-0,83;Massa Lombarda RA;44,4;-12,25
404M Sartoris, Alberta;1901;02;02;16;00;-1;Torino TO;45;-8
405M Savarese, Nine;1882;09;11;04;00;-0,88;Enna EN;37,5;-14,25
406M Savarino, santi;1886;04;14;15;50;-0,88;Partinico PA;38;-13,5
407M Sboto, Edoardo;1888;04;30;05;00;-0,88;Catania CT;37,5;-15
408M Scala, Edoardo;1884;06;30;23;05;-0,88;Ragusa RG;37;-14,75
409M Scaramuzzi, Giocondo;1880;11;15;02;00;-0,83;s.Giovanni Rotondo FG;41,6;-15,5
410M Scheiviller, Giovanni;1889;11;08;18;00;-0,83;Milano MI;45,5;-9,25
411M Schiavo, Giovanni;1898;05;29;12;00;-1;Castellammare d TP;38;-12,5
412M Schiliro, Vincenzo;1883;01;06;11;00;-0,88;Bronte CT;37,5;-15
413M Segrè, Dine;1893;05;09;03;00;-0,83;Torino TO;45;-8
414M Selvaggi, Eugenic;1872;06;18;16;00;-0,83;Martina Franca TA;40,5;-17,5
415M Senesi, Ivo;1893;08;04;19;00;-0,83;Liverno LI;43,6;-9,5
416M Serena di Lapigio, Nicola;1875;05;22;01;03;-0,83;Altamura BA;41,2;-17
418M Servolini, Luigi;1906;03;01;20;00;-1;Livorno LI;43,6;-9,5
419M Sestito, Manlio;1897;10;30;07;40;-1;Taurianova RC;38,1;-15,5
420M Severi, Gian Galeazzo;1908;06;13;19;30;-1;Pegli GE;44,4;-9
421M Sgroi, Carmelo;1893;03;04;14;30;-0,88;Noto SR;37;-15,5
422M Sigillino, Franco;1903;08;12;01;20;-1;Grassano MT;40,6;-16,75
423M Sigillino, Niccolo;1901;09;01;11;50;-1;Grassano MT;40,6;-16,75
424M Sillani, Tomaso;1888;03;25;11;10;-0,83;Otricoli TR;42,5;-13
425M Silone, Ignazio;1900;05;01;02;00;-1;Pescina AQ;42,4;-13,5
426M Simonato, Giovanni Maria;1904;10;23;03;15;-1;Campo S.Martino PD;45,4;-12,25
427M Simoni, Renato;1875;09;05;13;00;-0,83;Verona VE;45,5;-12,5
428M Smith, Tomaso;1886;06;15;19;15;-0,83;Bagni di Lucca LU;43,7;-11
429M Sobrero, Mario;1883;07;10;18;00;-0,83;Torino TO;45;-8
430M Soffici, Ardengo;1879;04;07;21;30;-0,83;Rignano Sull'ar FI;43,7;-11,5
431M Solari, Pietro;1895;07;11;17;00;-1;Bagnoli Irpino AV;41;-15
432M Somare, Enrico;1892;10;13;11;00;-0,83;Travedona Monat VA;45,8;-9
433M Sottochiesa, Gino;1893;01;15;07;30;-0,83;Rovereto TN;46;-12
434M Spagnol, Antonio;1895;05;13;01;10;-1;Vittorio Veneto TV;45,6;-12,75
436M Spellanzon, Cesare;1884;02;14;10;45;-0,83;Venezia VE;45,5;-12,5
437M Speranza, Mario;1900;03;15;06;40;-1;L'Aquila AQ;42,4;-13,5
438M Spirito, Ugo;1896;09;09;11;00;-1;Arezzo AR;43,5;-12
439M Stacchini, Guide;1897;04;23;10;15;-1;Milano MI;45,5;-9,25
440M Stefanini, Luigi;1891;11;03;03;00;-0,83;Treviso TV;45,6;-12,75
441M Sturzo, Luigi;1871;11;26;09;30;-0,88;Caltagirone CT;37,5;-15
442M Surico, Filippo;1882;04;25;17;15;-0,83;Castellaneta TA;40,5;-17,5
443M Tallarico, Giuseppe;1880;04;28;05;30;-0,83;Casabona CZ;39;-17,5
444M Tecchi, Bonaventura;1896;02;11;11;00;-1;Bagnoregio VI;45,5;-12
445M Tegani, Ulderico;1877;05;11;20;00;-0,83;Parma PR;44,8;-10,75
447M Tieri, Vincenzo;1895;11;28;22;05;-1;Corigliano Cala CS;39,3;-16,5
448M Tissi, Silvio;1888;02;09;22;00;-0,83;Bologna BO;44,5;-11
449M Titta, Rosa Giovanni;1891;03;07;17;00;-0,83;Fontecchio AQ;42,4;-13,5
450M Tofanelli, Arturo;1908;05;10;21;00;-1;Cerreto Guidi FI;43,7;-11,5
452M Tombari, Fabio;1899;12;21;14;00;-1;Fano PS;44;-13
453M Toni, Alceo;1884;05;22;06;00;-0,83;Lugo RA;44,4;-12,25
454M Toschi, Paolo;1893;05;08;20;00;-0,83;Lugo RA;44,4;-12,25
455M Traglia, Gustavo;1898;05;01;04;30;-1;Ancona AN;43,7;-13,75
456M Traxler, Augusto;1905;06;09;00;35;-1;Fauglia PI;43,7;-10,5
457M Treves, Paolo;1908;07;27;20;40;-1;Milano MI;45,5;-9,25
459M Troni, Armando;1911;07;06;11;30;-1;Palermo PA;38;-13,5
460M Tuminetti, Dante Maria;1899;09;18;15;30;-1;Valenza AL;45;-9
461M Umani, Giorgio;1892;08;14;00;00;-0,83;Cupramontana AN;43,7;-13,75
463M Valagara, Giuseppe;1867;02;10;13;00;-0,83;Avellino AV;41;-15
464M Valente, Concettino;1881;01;22;14;07;-0,83;Pisticci MT;40,6;-16,75
465M Valentini, Giuseppe;1907;05;21;10;00;-1;Ascoli Piceno AP;43;-13,75
466M Valeri, Diego;1887;01;25;17;00;-0,83;Piove di Sacco PD;45,4;-12,25
467M Valeri, Ugo;1907;01;14;09;00;-1;Vazia RI;42,4;-13,25
468M Valli, Francesco;1900;02;02;11;30;-1;Faenza RA;44,4;-12,25
469M Valori, Gino;1890;04;30;07;45;-0,83;Firenze FI;43,7;-11,5
470M Vanzi, Pio;1884;10;09;00;15;-0,83;Firenze FI;43,7;-11,5
471M Varagnolo, Domenico;1882;08;10;01;00;-0,83;Venezia VE;45,5;-12,5
472M Varaldo, Alessandro;1876;01;25;02;30;-0,83;Ventimiglia IM;43,7;-8
473M Veneziani, Carlo;1882;06;14;11;25;-0,83;Leporano TA;40,5;-17,5
474M Vergani, Orio;1898;02;06;05;30;-1;Milano MI;45,5;-9,25
475M Vernieri, Nicola;1893;04;20;02;20;-0,83;Albanella SA;40,7;-15,25
476M Vigevani, Alessandro;1914;09;15;01;00;-1;Firenze FI;43,7;-11,5
478K Villaruel, Giuseppe;1889;10;26;16;30;-0,88;Catania CT;37,5;-15
479M Vinardi, Alfredo;1881;12;24;04;30;-0,83;Torino TO;45;-8
481M Viola, Cesare Giulio;1886;11;16;22;20;-0,83;Taranto TA;40,5;-17,5
482M Viscardini, Mario;1883;10;20;01;15;-0,83;Milano MI;45,5;-9,25
483M Vischi, Luciano;1875;03;12;05;00;-0,83;Mirandola MO;44,6;-11,25
485M Viviani, Alberta;1894;07;11;04;30;-1;Firenze FI;43,7;-11,5
488M Zaghi, Carlo;1910;03;27;02;00;-1;Argenta FE;44,7;-12,5
489M Zamboni, Armando;1896;09;29;12;30;-1;Reggio Emilia RE;44,6;-10,75
491M Zangarini, Carlo;1874;12;09;18;30;-0,83;Bologna BO;44,5;-11
492M Zannoni, Ugo;1892;03;30;18;10;-0,83;Doles VR;45,4;-11
493M Zappa, Paolo;1899;09;10;12;00;-1;Castagnole Monf AT;44,9;-8,5
494M Zardi, Federico;1912;10;25;15;00;-1;Bologna BO;44,5;-11
495M Zecchini, Antonio;1884;06;16;12;00;-0,83;Faenza RA;44,4;-12,25
496M Zerbinati, Umberto;1885;10;17;02;30;-0,83;Valeggio Sul Mi VR;45,4;-11
497M Zitarosa, Gerardo Raffaele;1903;10;24;12;00;-1;Muro Lucano PZ;40,5;-15,75
499M Zorzi, Guglielmo;1879;02;01;12;30;-0,83;Bologna BO;44,5;-11
500M Zucca, Giuseppe;1887;05;01;15;30;-0,88;Messina ME;38;-15,5
501M Zuccarelli, Renato;1908;09;10;10;00;-1;Torino TO;45;-8
502M Zuccarini, Oliviero;1883;08;23;04;00;-0,83;Cupramontana AN;43,7;-13,75
5M Alessi, Rino;1885;04;30;;;-0,83;Cervia RA;44,4;-12,25
9M Allori, Claudio;1898;03;16;;;-1;Napoli NA;40,9;-14
10M Altavilla, Corrado;1897;11;06;;;-1;Aversa CE;41,1;-14,5
16M Anton, Edoardo;1910;01;07;;;-1;Roma RM;41,9;-12,5
17M Apollonio, Umbra;1911;04;20;;;-1;Trieste TS;45,6;-14
19M Araldi, Vinicio;1914;12;19;;;-1;Roma RM;41,9;-12,5
20M Arcieri, Giovanni;1898;06;24;;;-1;Castrovillari CS;39,3;-16,5
24M Baccari, Carlo;1878;10;22;;;-0,83;Cassino FR;41,6;-13,25
25M Baccelli, Alfredo;1863;09;10;;;LMT;Roma RM;41,9;-12,5
28M Bacino, Ezio;1913;06;22;;;-1;Roma RM;41,9;-12,5
30M Baldini, Antonio;1889;10;10;;;-0,83;Roma RM;41,9;-12,5
41M Benincasa, Regolo;1895;07;03;;;-1;Roma RM;41,9;-12,5
44M Bernard, Carlo;1909;10;13;;;-1;Napoli NA;40,9;-14
50M Bertocchi, Nine;1900;07;09;;;-1;Bologna BO;44,5;-11
60M Bocelli, Arnaldo;1900;06;01;;;-1;Roma RM;41,9;-12,5
68M Borretti, Mario;1905;11;28;;;-1;cosenza CS;39,3;-16,5
71M Brancoli, Guide;1884;05;04;;;-0,83;Roma RM;41,9;-12,5
78M Buzzi, Paolo;1874;02;15;;;-0,83;Milano MI;45,5;-9,25
85M Campanile, Achille;1900;09;28;;;-1;Roma RM;41,9;-12,5
86M Camuncoli, Ezio;1895;02;19;;;-1;Rimini FO;44,2;-12,5
87M Cangiullo, Francesco;1888;01;27;;;-0,83;Napoli NA;40,9;-14
89M Cannavo, Letterio;1903;02;22;;;-1;Mesaina ME;38;-15,5
93M Caprin, Giulio;1880;03;23;;;-0,83;Trieste TS;45,6;-14
98M Carli, Decio;1892;11;24;;;-0,83;Napoli NA;40,9;-14
102M Castellano, Giovanni;1878;02;06;;;-0,83;Pomarico MT;40,6;-16,75
104M Cavalcabo, M.F. Claudio;1899;10;02;;;-0,83;Borgotaro PR;44,8;-10,75
108M Celentano, Nicola;1902;12;23;;;-1;Napoli NA;40,9;-14
113M Chiappelli, Fredi;1911;01;24;;;-1;Firenze FI;43,7;-11,5
114M Chiarini, Luigi;1900;06;20;;;-1;Roma RM;41,9;-12,5
116M Ciaceri, Benedetto;1902;03;03;;;-1;Medica RG;37;-14,75
118M Cibelli, Enrico;1899;01;02;;;-1;Napoli NA;40,9;-14
